id,price,moonRank,💎 score (%),storeURL
12,0.035,2239,72.77,https://magiceden.io/item-details/9r7fJyUjMF8EPnfE7akccTsFHRYC38XASxxTQaZmgjGm
40,0.024,2759,66.61,https://magiceden.io/item-details/mc3HHiFX719sVHT43MEtukKKs5hZXUsHUN7fi4wSxt5
74,0.019,661,91.94,https://magiceden.io/item-details/7xUiRKcuJVum8rh3ND2XiHxXoJp67zYvtTNzQLxudekH
115,0.03,1031,87.37,https://magiceden.io/item-details/HAisGd3PJ6kth8aYDZchtnDkeoadxAeaxMUArs8ehL8M
138,0.03,2632,68.08,https://magiceden.io/item-details/2Z8PNkYpTDVQ7aRLMaKRZhxAtXtB5niCTYXiNy9zVHXR
183,0.03,1478,81.99,https://magiceden.io/item-details/5xXP3nfcEeZcUSsmAyHWti4STnp9Z31i1SwXYPrDnGy2
283,0.01,3040,63.36,https://magiceden.io/item-details/DMpQFNHGZjmMRswkxTBWqNkHPQjgR5ETHAQnFEUgdMpv
291,0.02,3187,61.49,https://magiceden.io/item-details/411N2jb4sFewwe1fgmrFbTfjfdmyMN4RSfff5EM4xqKC
392,0.02,2098,74.62,https://magiceden.io/item-details/3CKp6tdvhjJqHQ9dobt7NVADzXLidR3ssupkbQtetkZX
395,0.01,2957,64.36,https://magiceden.io/item-details/43x6SYzhwWHgdcm8YfHAMiekMGpfTuWKLHRnKvPmvQ9J
414,0.02,1224,85.15,https://magiceden.io/item-details/3PKVX225yHXXtmgp7CvJ49huySEHo4kiNwucGWJvo2je
428,0.02,2450,70.37,https://magiceden.io/item-details/G16wV6aRbAQ7cLTEsHggmnNZuihm2V4N9qM9nXMtGEvG
435,0.02,2772,66.49,https://magiceden.io/item-details/AHr7dHvnBGFU3qKKCg1FmXpCvN873SJehyjz6oTGTSEy
491,0.02,3251,60.72,https://magiceden.io/item-details/DHweg3xH2Gc3hhMkwJWXCPPnMVzxCZGDg5psAfMv1m3X
557,0.0289,2306,72.02,https://magiceden.io/item-details/8PH4zHsHm7SGDVRvFeQ8XYWVnh2mmoDLufFoHEaH9NCr
785,0.04,1827,77.68,https://magiceden.io/item-details/2qsdfD3wkd4yzM7Mwngxzrm3zdRPiC5ZecveQC4J4ARg
924,0.03,2268,72.47,https://magiceden.io/item-details/8gSTdJ7w1G3vgLw1moEZoL1H8nHG4QWbS91C7j89W2xZ
983,0.03,3235,60.81,https://magiceden.io/item-details/F568j4rTtm9P1tyXxCTay23TNhefbSxMYefSP1yHAypb
1219,0.028,3138,62,https://magiceden.io/item-details/Atds1xPZAnXxqxgx9pgjQY7UEHFobE5F1TsoNm455J6b
1277,0.03,3258,60.54,https://magiceden.io/item-details/FveNKyZZYPiGpBbgJd6wUz8x528rpXd3ctxnoyNpvG7k
1287,0.02,1115,86.46,https://magiceden.io/item-details/39Tu77nBczWpra8eNG5nNEcUFUG6vP6N9oaifMpMfuev
1321,0.02,2698,67.38,https://magiceden.io/item-details/Gy46C4PYB54DY46pJDs2oRQY57Nom7jrNsVAzQyDKg69
1381,0.01,1566,81.13,https://magiceden.io/item-details/4Xqto4yx6zjMbD51bnc81c6egrbhMSLE7uvTeyrFR2Qm
1402,0.03,991,87.86,https://magiceden.io/item-details/DXY7yrCq3cv5SZpiwDvM3wA83Uqq1CUX5Q9BFYHEBRRj
1529,0.01,3031,63.47,https://magiceden.io/item-details/9BUC1gudaMMnaBcjxiFWJNm7jqWMrsui2EsRdg7NePf9
1698,0.04,2975,63.85,https://magiceden.io/item-details/H69ukXhDpk5Q6URWAE4a35PP8aQs56bF9SrDTYt5AnPs
1726,0.04,805,90,https://magiceden.io/item-details/5G1UKYHMgZYQvxNkxoycrSTLvoGXThbMGrFLo9Bhp5M5
1771,0.03,3174,61.55,https://magiceden.io/item-details/5LqNRqpiuBHQb3aYEAbqNmjGGf2vAwrzmgyTsAqANDf4
1825,0.04,2430,70.41,https://magiceden.io/item-details/9dkAL7ArEFrTM2s739k6c22Zq2LJUSp4sksCce26Qce6
1908,0.027,1310,84.04,https://magiceden.io/item-details/Dha2vtZxfTrQP66s1CLuGhWA2smnctDbpcw7ZbgH2i21
1936,0.03,2521,69.42,https://magiceden.io/item-details/DwurCz6ZYM5r5v2JjwoNbnsXBRcax9uTUG6sR4P7YcSv
2017,0.04,529,93.32,https://magiceden.io/item-details/6C9vPfAC41J9H34CKLYaGrv11B6ysp5k37gh6hJbHAiP
2051,0.03,2331,71.71,https://magiceden.io/item-details/GioDpKY3bEEH7x4whgTsUGgm1Gxx9oVjRYw7xEHfAJvU
2098,0.02999,2566,68.88,https://magiceden.io/item-details/FRY1PGs6MCVTPrAGtZri1ELQz6i8XmgLst69bKnMBuW2
2151,0.0199,1801,78.2,https://magiceden.io/item-details/EX2kg7Rc8mbatYhUj5WHnnGBDxLPcGb7PwnG8KZr4fe2
2190,0.019,1700,79.42,https://magiceden.io/item-details/D7EmRCRmuBFaKdEpWfcrsBZTj3FWWojYbcLoF9mkXNQ9
2245,0.027,2842,65.58,https://magiceden.io/item-details/9QNbhxnf3gFovW82cMiQc9og2fs64Rn4YAJyb7HJC63K
2272,0.02,1714,79.24,https://magiceden.io/item-details/9VAUjaCvqGUJNUkrRC2S5nHLXaUgLibLDtn5A6df2og9
2297,0.03,758,90.66,https://magiceden.io/item-details/G6ob7inYRS7UBE1F1nepmDYKMiHs7aRd6AmbG9U2imxG
2552,0.032,1954,76.23,https://magiceden.io/item-details/8jCVaFAMAGJPnTS6oP3GnErXj4itFTHTW8xe6Foa97NB
2587,0.02,1381,83.26,https://magiceden.io/item-details/7gNJmt489BoFMVeYBj5Gb4mK8KGV1q2TgXkv6bGwXGTy
2606,0.04,1716,79.02,https://magiceden.io/item-details/DDNsAB4oSrcs4YDD9LNXz56fWLRBqBSfZdGvsdDnuc8n
2712,0.027,798,90.21,https://magiceden.io/item-details/9Fmgf1xmRv71duwKdvog18o8oYWpDJdsyMhD2tPMJ7f7
2754,0.03,2556,69,https://magiceden.io/item-details/8hzdkvg3Sm2y86vccDNHAk8mYwQXmTdX3YDb1EEmtPGX
2766,0.03,2134,74.08,https://magiceden.io/item-details/BAwKcC7WhF6XTzirRQJEigFEK6Pe54rGwugoaU4bKZpK
2882,0.01,3319,60,https://magiceden.io/item-details/8jDzFjSJgv7KmPHuzDzcQGoCeuoqjdd226PrcmgjFnVe
2885,0.02,822,89.99,https://magiceden.io/item-details/Bp4LnsFMFHA6XgvB3tNGkcBCg5CmYkjdQvJq3ZU8xDtB
2902,0.026,1944,76.41,https://magiceden.io/item-details/6gNMjxYhqqp68NxmzzquyEjT84CtZrBeCr8Nm6zcsJ9n
2916,0.02,1543,81.3,https://magiceden.io/item-details/G3vcaJsUCM3snSCSHnY1DvmTqLNgn9QKkfzDWr43ZxdV
2939,0.03,2896,64.9,https://magiceden.io/item-details/AdZCwoikxdWKwstzYy3etoLXmwM7hf4mnov8XCvpQ6XH
3011,0.031,1921,76.64,https://magiceden.io/item-details/ELGuVK7sNRNTqDq1R8LetsAs8YfoLBXCZadMZj1euPB9
3050,0.01,525,93.67,https://magiceden.io/item-details/D6mP9UpvN1HDwx6EuYi6FVPbJHb5rea4vYHMF48RmZ7a
3120,0.03,2366,71.29,https://magiceden.io/item-details/9Ug3Vf5YrmeYgQ8jjDMGu8ykHny6A8ZZ16JDM1p4DVVx
3184,0.01,211,97.46,https://magiceden.io/item-details/389HUTfGzGmSL9bHEQbA4BiUvxAbQWMLDhQ616BfpVjz
3203,0.03,2571,68.81,https://magiceden.io/item-details/DNGDrky5RpQ2Qeon6UKcV8G6pV48poMe3Bxcxfo6zHUF
3233,0.035,271,96.48,https://magiceden.io/item-details/2frAmFxm8mj6EU1yL6javA6KoLwsyXLBiRfa9DZ2orco
3276,0.04,348,95.51,https://magiceden.io/item-details/3oyas7UPHKatg4vg8vpeuXw1Ys2k6t3wzs6UW2HhSpQA
3296,0.03,2046,75.14,https://magiceden.io/item-details/DHmaDaBEXYx3ewvAidr8fqp4Yryasup5rmBXL9AFTV2t
