id,price,moonRank,💎 score (%),storeURL,Accessory,Background,Eyes,Eyewear,Helmet,Mouth,Skin,Teeth
2309,0.1,1579,85.85,https://magiceden.io/item-details/Emu1yesWhp38RQ6H5Ynz8xYS3qMRDQdV9XPRnjkmYWPm,None,Violet,Red,Clear Goggle,Chef,Saliva,Yellow,Three White
2311,0.3,1587,83.78,https://magiceden.io/item-details/GFwxDFWGX5KB7L22BLQ43GgZfYPdxbPX4FeTyLd9igfu,Silver Earring,Purple 1,Yellow,White Sun Glasses,Broken Glass,Gold Pacifier,Orange Blue,None
2314,0.18,3039,71.96,https://magiceden.io/item-details/9eapjDH8J75p3fUmNt5LfeukLTiRL9nWNtXZ4pEGHqgz,None,Sky,Red,Pixel Glasses,Santa,Banana Milk,Purple,None
2318,0.5,2623,72.49,https://magiceden.io/item-details/8kWka9SPEPv7tNhw8NpHhiiCyD2xU8H9bjTDVcRHu7pi,Gold Earring,Blue,Red,White Sun Glasses,Fireman,Chocolate Milk,Black,None
2340,0.21,4246,60.84,https://magiceden.io/item-details/6wuj4MLAerfz6TvcN2tBr6fQEm7ZFtFrAFa8oCHX38mz,None,Blue,Red,3D Glasses,Glass,Banana Milk,Purple,None
2371,2.7,2225,54.06,https://alpha.art/t/HPCz9vJxAayg5777Yq3Ap4eS4sg9p9Kr6ZfskgUwHTdh,Silver Earring,Cerulean 1,One Red,Pixel Glasses,Sticker Boom,Pizza,Cow,None
2385,0.8,2899,67.02,https://alpha.art/t/5hcu9xuFJffsD38FW4aKoLgSS2bma5Dxsp3BnEGgBSB5,None,Lavender,Green,None,Baby,Pacifier,Green,None
2392,0.2,661,93.07,https://magiceden.io/item-details/Bpvjnc1sZa6edwWitkMg5fzcX7p9JHYuwURUy8pfzUoC,None,Sky 1,Green,White Sun Glasses,Police,Bone,Brown,Two White
2396,0.5,797,88.86,https://magiceden.io/item-details/BQFgJ2zagfk2mPy8kcHxZYGW4WprponSH7sYR5dJSo2U,Gold Earring,Purple,Blue,White Sun Glasses,Sticker Boom,Lollipops,Sky,Three Gold
2399,0.3,2469,75.87,https://magiceden.io/item-details/8w7ACxMPjChejHZhMVh3rv6zb3u6TxjdLAxJzQG1WTDy,None,Peach,One Red,Pixel Glasses,Pilot,Pizza,Black,None
2431,0.2,1081,89.31,https://magiceden.io/item-details/Di5Y1ztNdLh3UPpU4A7arzJvuodVBZA84uiQpxAgDECE,None,Blue,Rainbow,White Sun Glasses,Captain,Chocolate Milk,Cow,None
2451,0.5,1520,82.38,https://magiceden.io/item-details/A2xMYGHrkXpV4JTpgo5QyX2smS8vkawuwK7G3Bnzyzc4,Silver Earring,Pink,Blue,White Sun Glasses,Glass,Saliva,Purple Red,Three White
2454,0.28,3979,62.54,https://magiceden.io/item-details/AdvENAnEMFVJZrt9M5x51t6cDdQ8FvNgi3Yyz6zUR6Zw,Gold Earring,Violet,Green,Pixel Glasses,Leaf,Soda,Yellow,None
2459,0.27,456,94.21,https://magiceden.io/item-details/6sFkjGX63h7CX2Lkji5d8AomG6M7jAKywfzD9Mjfvhcv,Silver Earring,Mint,Star,Pixel Glasses,Police,Bone,Green,Two Gold
2471,0.1,1883,83.12,https://magiceden.io/item-details/wZt1wmqhwY8P3WGEfdQ5agp6rc7MdYvCidtsh2dtvke,Silver Earring,Lime,Rainbow,Sun Glasses,Taxi,Banana Milk,Blue,None
2483,0.5,874,88.17,https://magiceden.io/item-details/3PfywmEzdxhhHnuJetxgrYrG1ezbSoqUCFpbENFdnhsF,None,Lime,One Yellow,None,Fast Food,Saliva,Coffee,One White
2487,0.15,3090,71.8,https://magiceden.io/item-details/96SpqBUA5DDveQP7M1p42vU3NX7zYUvMhf7j6YtecUmc,Gold Earring,Purple 1,Green,White Sun Glasses,Captain,Gum,Sky,None
2529,0.5,2715,71.67,https://magiceden.io/item-details/4W3JtCRAKjzHzpFUHKRi2D3SECM78mDGyYghAURcy4jg,Gold Earring,Violet 1,Blue,Clear Goggle,Fireman,Soda,Coffee,None
2539,0.5,3524,64.41,https://magiceden.io/item-details/NoeR8qRZmMdaXzPo3ncrJu6ZsojymH8FmLrHLiKTQW2,None,Pink,Red,Pixel Glasses,Glass,Chocolate Milk,Solana,None
2572,0.1,4073,63.49,https://magiceden.io/item-details/3Bq1seJBiefgZ8ctL3C9MkMFcVy1R5GW1pfDL636f3t6,Silver Earring,Peach 1,Green,Pixel Glasses,Broken Glass,Chocolate Milk,Purple Red,None
2605,0.25,2845,73,https://magiceden.io/item-details/7NibBfabDvFabWvn2J8rk4X2ShZvvYQYv7URLATVutxX,Bone Necklace,Peach,Blue,None,Glass,Soda,Sky,None
2632,0.5,896,87.97,https://magiceden.io/item-details/4WjvsfB9jjBHhchLxyrmnWRN6SCNiGWB6nkizcfYV92q,Bone Necklace,Purple,Green,3D Glasses,Glass,Banana,Multicolor,None
2696,0.15,535,94.7,https://magiceden.io/item-details/9TCxNNBTtmCzeQs9ceaxzVUgGdfX7osJe3zK3J8bAeqT,Silver Earring,Pink 1,One Blue,3D Glasses,Pilot,Saliva,Blue,Three Gold
2709,0.35,2031,79.3,https://magiceden.io/item-details/DfsVxrNTLuyGhwmzJyGDetBSkN5cDdu3pVD7se3tDT6Y,Silver Earring,Yellow,Red,Sun Glasses,Chef,Pacifier,Pink Blue,None
2736,0.5,1931,78.69,https://alpha.art/t/2tQ29YT4syFCkTW3RmSyvJADz8urKG5mvzBSoBQzRZWz,None,Banana,Red,Pixel Glasses,Leaf,Lollipops,Purple,Three White
2752,0.5,2160,76.64,https://magiceden.io/item-details/BKkcXrtKjBRUXn7ajLd5vYLgQhgUv7iPeh3fA1n7AGS3,None,Mint,One Yellow,None,Glass,Saliva,Brown,Three Gold
2762,1.49,2520,63.51,https://alpha.art/t/FkJN2pUpMCp9iQ4BpN34zZ5fEvhwHeHfPsaA2H7kEBwB,None,Blue 1,One Blue,White Sun Glasses,Sticker Boom,Soda,Purple Red,None
2765,0.5,2114,77.05,https://magiceden.io/item-details/4heusRmgZjzb3hSJa4E2CDXPi5XZEc2ftHgqSNkK1yPe,Gold Earring,Lime,One Green,Clear Goggle,Pilot,Pizza,Yellow,None
2766,0.24,1696,83.4,https://magiceden.io/item-details/GCTbU6azcMzVJsBhyPGm514syc6wLViim2B3ZrRUpcrL,Silver Earring,Banana,Green,None,Fast Food,Saliva,Olive,One White
2791,0.5,567,90.92,https://magiceden.io/item-details/ATp8z6NZcT1rsR4WTLprsotXSkypnNhu9T8j2A1n22iX,Gold Earring,Peach 1,Red,Pixel Glasses,Fast Food,Bone,Pink Blue,Three White
2796,0.1,3318,70.26,https://magiceden.io/item-details/HVj4paWZMr7GJNoxW4xvrh4MSaKct53FUA72gJeAUjaK,Gold Earring,Mint 1,Green,Sun Glasses,Captain,Banana Milk,Olive,None
2805,0.4,1547,83.13,https://magiceden.io/item-details/9KcjVPX8raMSbtz1fv9eoszPNRPApxX7ozPVS6EASfai,Gold Earring,Lavender 1,Green,Pixel Glasses,Chef,Saliva,Orange Blue,Three White
2823,0.18,3848,64.71,https://magiceden.io/item-details/ANQFTjWcBsWNhVBxw5MC6gJhqFsu7gFS37bSRebJ8XxS,Gold Earring,Lavender,Blue,None,Taxi,Pizza,Brown,None
2834,0.23,3055,71.32,https://magiceden.io/item-details/DiSmK5nkze26LmUHLfSEX8fHVW7oTzC89vt1WBNNRFx7,Bone Necklace,Blue,Red,None,Glass,Soda,Blue,None
2857,0.0999,4406,60.51,https://magiceden.io/item-details/3dx8kcYWrRFpEbRs8rLB574Pdhu6JSDQcgiCQrxUcC9j,Gold Earring,Lavender 1,Yellow,Pixel Glasses,Glass,Banana Milk,Red,None
2861,0.25,1008,89.46,https://magiceden.io/item-details/8S5Fr3R26DqA5BCSBbhAgoWhpQv5PgmavDmhENiQCeZe,Bone Necklace,Purple,Green,3D Glasses,Bear,Banana Milk,Red,None
2913,0.11,1784,83.91,https://magiceden.io/item-details/GZfpEPM13apFGSzQ5xRX19Y2duxzfbxVL4B8ntURnuTx,Bone Necklace,Pink,Green,None,Headphone,Pizza,Yellow,None
2950,0.15,4286,61.09,https://magiceden.io/item-details/3VY4F3aDhgqLs8THkNQywxhWPmtkN4sbtMLN8kpq7AtX,Gold Earring,Violet,Yellow,None,Glass,Soda,Cow,None
2959,0.2,2818,73.74,https://magiceden.io/item-details/DUHkbc3gYyGW3CRTx3SnN5J8QNsJaFC3k4WP5QTA8ptd,Gold Earring,Cerulean,Yellow,Clear Goggle,Glass,Baby Bottle,Leopard,None
2981,0.5,2067,77.47,https://magiceden.io/item-details/2PWv16r9UJSZs8aZuDCq4SKBS658ffy1sQAmfsVSQQxG,Silver Earring,Rose 1,Red,White Sun Glasses,Tiara,Banana,Brown,None
2986,0.35,2353,76.41,https://magiceden.io/item-details/BDDnYoX4J9Yk3bNiiMTB3tKmaWeenbrcnCxWMXbEazaQ,None,Rose,Blue,3D Glasses,Baby,Baby Bottle,Sky,None
3030,0.3,653,92.15,https://magiceden.io/item-details/6NBFfe3Dq4uhgLJWC1Jm4iY6MM6vPTLRXtQ9udhNqG4C,Gold Earring,Purple 1,Yellow,Pixel Glasses,Taxi,Gold Bone,Olive,One Gold
3033,0.1,1327,88.11,https://magiceden.io/item-details/D6ZXPsiup8LX4quTKxzfN4uFwiEaKKdhToXHNzJpH8dK,Silver Earring,Sky,Green,None,Chef,One Lollipop,Green,One Gold
3086,0.12,1821,83.48,https://magiceden.io/item-details/9pM7z7G4WJ8s8i1T7KAasWaR3NJBSgkzCKcVBFkPDvK3,Gold Earring,Yellow,Green,Pixel Glasses,Chef,Saliva,Purple Red,Two White
3148,0.4,1976,79.29,https://magiceden.io/item-details/ExXKU1nvXt5Bm2zJbhyCekXMpkg4twdSARgpzaUDgPh2,Gold Earring,Banana,Gold,Clear Goggle,Glass,Soda,Blue,None
3204,0.4,3117,69.06,https://magiceden.io/item-details/FnQibuEHPvTn5DYEuq8pPSSckkK54pkFg49MzPeMNtMk,None,Yellow 1,Green,Pixel Glasses,Leaf,Pacifier,Olive,None
3232,0.18,3038,71.97,https://magiceden.io/item-details/3iUdKA5JURxRBrsE2Zo3zvnQPzvoJxvdB5i2WjECsH73,Gold Earring,Mint,One Red,Sun Glasses,Chef,Banana Milk,Olive,None
3269,0.3,505,93.47,https://magiceden.io/item-details/K4EHToDqKNyiecrb8ndXC3vQRv7r6Sr64MbT5sbuCD7,Silver Earring,Blue 1,One Rainbow,None,Glass,Saliva,Olive,Two Gold
3275,0.5,3242,66.94,https://magiceden.io/item-details/4vDzMiSMzRgZev5cnRczpz3k79iQbawZtEquKkg56KvV,None,Lavender 1,Yellow,Pixel Glasses,Sticker Boom,Banana Milk,Black Gray,None
3285,0.2,2291,78.47,https://magiceden.io/item-details/5WUXzdNQ5TzNgqsJ2Cp53VCLWWJseXu6jLArper6o7Yq,Silver Earring,Peach,Blue,Clear Goggle,Tiara,Gum,Coffee,None
3293,0.11,3634,67.33,https://magiceden.io/item-details/BAgKHSCvoC4UAQxK9XrzA4Zh351Zt8SY152BsbhGPgTX,Gold Earring,Yellow 1,Blue,White Sun Glasses,Glass,Banana Milk,Purple Red,None
3296,0.35,1747,81.84,https://magiceden.io/item-details/5v5ByawkmbKEknZ3qgS3aof9qz8mUzoDyiMZLY8kPt7N,None,Yellow,Rainbow,White Sun Glasses,Broken Glass,Banana,Blue,None
3312,0.35,2680,73.48,https://magiceden.io/item-details/7Xtf2fLjXgpy368wJBczcCKNXXLnZ6qDYkQeaVC3YrWF,None,Yellow 1,Blue,3D Glasses,Pilot,Pizza,Purple Red,None
3319,0.1,864,92.26,https://magiceden.io/item-details/HYTEEbQaS68DjyUwZxtEy6mTfmGNWzzE8axopkyNVPXi,Gold Earring,Banana,One Red,Clear Goggle,Broken Glass,Saliva,Black Gray,One White
3329,0.35,1149,87.2,https://magiceden.io/item-details/5FYuawYwxS9uZBLx5LEmn5ypKRukxwKs8uKyB6AfRQG1,Silver Earring,Purple 1,Blue,White Sun Glasses,Leaf,Lollipops,Sky,Three White
3331,0.25,4349,59.52,https://magiceden.io/item-details/9TvjFqgiquRSLnmqQSKsqzMqtsvjK1Q4AjyuiYovJXJR,Silver Earring,Peach,Blue,None,Headphone,Banana Milk,Green,None
3343,0.3,3924,62.83,https://magiceden.io/item-details/AyCb1dJSF6mHaKYiazq62c5ZnTPpCrgF52GhPB4rtjrU,Silver Earring,Cerulean 1,One Yellow,Pixel Glasses,Glass,Chocolate Milk,Yellow,None
3356,0.45,3852,61.98,https://magiceden.io/item-details/H7T2UhfuJPGCbHDPnBGfANoL6ZXbjTqEPvrGFxXnm8iv,Gold Earring,Peach,Red,Clear Goggle,Broken Glass,Banana Milk,Red,None
3373,0.15,2846,73.99,https://magiceden.io/item-details/9QWX6wTqe9wxjmkubyEKjt1Puq18cKqwnDCXBsnGSxY1,Gold Earring,Peach,Green,3D Glasses,Santa,Gum,Green,None
3382,2.2,2892,53.08,https://alpha.art/t/FeFw29ozhGcWyFHcCA2KkArhRNm9TN2rASzwYCNTZE1U,Gold Earring,Mint 1,Red,Clear Goggle,Police,Banana Milk,Orange Blue,None
3428,0.45,655,90.63,https://magiceden.io/item-details/45ADAwuXSjSJq2L7g8LpCJafkgVKRpQ5NxhzjzEqPtm3,Silver Earring,Cerulean 1,One Green,None,Headphone,Bone,Cow,One Gold
3432,0.1,2305,79.34,https://magiceden.io/item-details/HSxjww4oZNkQxu3iRQz26qQ8Tg6yCjmvPXS7YBcUpBiJ,None,Yellow 1,Rainbow,Clear Goggle,Broken Glass,Chocolate Milk,Purple Red,None
3447,0.11,1449,86.91,https://magiceden.io/item-details/5rVX1hXQBM2Gzhus6LGAhAwsi5EhgAcAxjFA7VvVzT5z,Gold Earring,Purple 1,One Green,None,Ice Hockey,None,Purple Red,One White
3471,0.4,2346,75.97,https://magiceden.io/item-details/HyBgHtwRWsgvyTo5zDwEn8DXEvZ1JqKkXgtXKaigEYjh,Silver Earring,Violet,One Blue,Pixel Glasses,Fireman,Banana Milk,Black Gray,None
3483,0.11,3641,67.27,https://magiceden.io/item-details/FAeHZxPXNWRj6haReEg1LzZD515ZyTpewoGvhN6yYsGF,None,Lime,Green,None,Chef,Chocolate Milk,Cow,None
3507,0.35,3674,64.57,https://magiceden.io/item-details/FdCBwgzoSybbMqvbt71WSEGU4H9pg12csgzRf7R7ebgj,Gold Earring,Mint,One Red,Sun Glasses,Glass,Chocolate Milk,Yellow,None
3514,0.0999,4064,63.58,https://magiceden.io/item-details/EJgHrFX3o631cV4HF24HDMxiB8Mo32LC3qvLnK83Hoqm,Gold Earring,Mint 1,One Yellow,Pixel Glasses,Glass,Banana Milk,Yellow,None
3525,0.3,2366,76.79,https://magiceden.io/item-details/8p5PZfkXHuHBFaFfRMNkAXjzwLjtBNV7CHVSt2PhJA4w,Gold Earring,Purple 1,One Blue,Clear Goggle,Taxi,Pizza,Sky,None
3537,0.3,582,92.78,https://magiceden.io/item-details/oYjZrz2WUic3CqVXPtkkaoU1RkkyYH9ot3eppdgNuQX,Gold Earring,Lavender,One Yellow,3D Glasses,Bear,Lollipops,Blue,Three White
3550,0.5,3073,68.46,https://magiceden.io/item-details/owBbBH4xhZniqaV4VbZ5kVZv4bkPy8NWCg8gtz6Wy2S,None,Cerulean,Red,None,Pilot,Gold Pacifier,Purple Red,None
3601,0.45,4036,60.33,https://magiceden.io/item-details/2qcUpvSS4kFN8bVpFNET12tentnFVTu4LPudWhczQVC5,None,Blue,Blue,None,Ice Hockey,None,Blue,None
3602,0.2,2203,79.25,https://magiceden.io/item-details/82E2Jh5wLeUMcoT9B6CNtCsbNmLkGB68Bs8vW9ZHP2az,None,Banana,One Green,Clear Goggle,Police,Banana,Orange Blue,None
3614,0.22,3706,65.58,https://magiceden.io/item-details/FtdTEmWPqCdg2NMKTKjY1yGXP5cpabjNE2c7Ac7puSim,Gold Earring,Purple 1,One Blue,3D Glasses,Glass,Chocolate Milk,Sky,None
3616,0.49,1678,81.06,https://magiceden.io/item-details/36cp8yfZE9uKgc1sbY5iEaNDv4ESvX6xK4uvFmSBRkv3,Silver Earring,Pink 1,Red,White Sun Glasses,Police,Chocolate Milk,Solana,None
3661,0.3,3675,65.06,https://magiceden.io/item-details/4iytNoTU2vB7CEqyqPCJ1oVD7PynTmQhgh9RL3G9P8Kt,Silver Earring,Sky,One Blue,None,Taxi,Chocolate Milk,Black,None
3672,0.5,2470,73.86,https://magiceden.io/item-details/8bvDxwqpLobDewo3Q2nYee33njJoVmW5XkgdGnh44mix,Gold Earring,Pink,One Blue,Clear Goggle,Police,Soda,Purple,None
3675,0.3,2507,75.53,https://magiceden.io/item-details/5PtL3bBfT83BbvmRpQA7Q9YfEebZgMLVZeDDMkd1yzac,Silver Earring,Mint,Yellow,White Sun Glasses,Police,Banana Milk,Black,None
3702,0.5,3161,67.67,https://magiceden.io/item-details/HovwvRLaK2Qx8GjGiN4NPX5Q3NexuPyqQACsQjFKPmgi,Silver Earring,Peach,One Yellow,3D Glasses,Chef,Gum,Black,None
3703,0.39,826,89.7,https://magiceden.io/item-details/AyvtT7iERj1hf796QdHfAaZfGdtRbcZn88Sz5XeS3tTN,None,Yellow 1,Blue,Pixel Glasses,Baby,Lollipops,Sky,Three Gold
3704,0.1,2798,74.92,https://magiceden.io/item-details/DQk2U2sUAGJRMr2iJZW1eY2nGPQTVpRfeojr2AK4tt2p,Gold Earring,Violet,Blue,3D Glasses,Fast Food,Soda,Sky,None
3718,0.45,3250,67.37,https://magiceden.io/item-details/E7Sp8yFnRvoJzf2XEyhjwRhr14CXGM1hhpS7gSVUFVHk,Gold Earring,Rose 1,Star,None,Headphone,Pizza,Olive,None
3750,0.5,995,87.08,https://magiceden.io/item-details/EvnYKinUHr4NuX2A2tnEaP8jf7RqgM2tS7ttVKrV5qT4,None,Mint 1,One Green,Solana,Police,Baby Bottle,Blue,None
3774,0.2,3465,67.94,https://magiceden.io/item-details/CZi8myH7VsHKYvSCWmCKwzyjdV1iVwb3rFTYMs72sypK,Silver Earring,Mint 1,Green,White Sun Glasses,Leaf,Gum,Purple,None
3804,0.5,1812,79.76,https://magiceden.io/item-details/GWuREXErbzN29nRutgL4mdUKWrxA8yAuF6JEcLqBm9sy,Gold Earring,Mint,Blue,Solana,Leaf,Pizza,Green,None
3808,0.4,122,95.91,https://magiceden.io/item-details/Qt1AmejnmML5agWf57zHoo9ixpptRNcuJHhc58juwn3,Bone Necklace,Cerulean 1,Red,3D Glasses,Pilot,Lollipops,Orange Blue,Two Gold
3831,0.1,3629,67.47,https://magiceden.io/item-details/44N5xSH7fpgis52s9UytzHcU8NEV85VDKn8MmzW8gnic,Silver Earring,Banana 1,Green,None,Headphone,Baby Bottle,Coffee,None
3832,0.4,2914,70.88,https://magiceden.io/item-details/CDqjyFHt3MK2n21J3sGBcfYMwvLH82tGEpdD23EfSvhc,Gold Earring,Peach,Star,3D Glasses,Broken Glass,Gum,Olive,None
3836,0.5,408,92.34,https://magiceden.io/item-details/81h8tnz8jrq8KKX6geVgxwN7z9MGVnW15PT2rCVBMSBZ,Gold Earring,Peach 1,Green,Solana,Broken Glass,Bone,Green,Two White
3847,0.5,1298,84.37,https://magiceden.io/item-details/H111kHAxpigLJD1mBm5r7oxJZeEC6qQ5tvt6uXsPWht5,Gold Earring,Banana,Green,Pixel Glasses,Fireman,Saliva,Purple,Three Gold
3902,0.25,377,95.12,https://magiceden.io/item-details/5yQrRWSRVrRfiu7gEpKunhXiNATRtoWRrWyG4Qdy7zqY,None,Lime 1,One Yellow,Clear Goggle,Tiara,Saliva,Olive,One Gold
3916,0.45,4271,58.22,https://magiceden.io/item-details/4CPxc8zHgY3qwP7jtTLW9EoRYgJ9ggxYXLKGK7hBZ2RR,Silver Earring,Rose 1,Yellow,None,Chef,Chocolate Milk,Olive,None
3929,0.2,1862,82.31,https://magiceden.io/item-details/EEybZEH4gPxgu7A3wLfzpZq7pi5LaD1RRJJigczweod8,Gold Earring,Purple,One Blue,White Sun Glasses,Taxi,Pizza,Purple Red,None
3955,0.2,3595,66.78,https://magiceden.io/item-details/3AzSwwBhTKHMx4zaWxEQ2EgLTCkjRsKi7dwj7ri9ZLfU,None,Peach,Blue,Pixel Glasses,Captain,Banana Milk,Blue,None
3958,0.39,627,91.48,https://magiceden.io/item-details/Ht7RWZzKRkPDsCzBhDmEQY7B3DfRhUYi6j8Xnedw2wyB,Gold Earring,Sky 1,One Yellow,3D Glasses,Broken Glass,Bone,Red,One Gold
3963,2,1666,66.07,https://alpha.art/t/EDTfTTV6FGALoszXHtVvqKiUiC5hXuWFigcS5u945Pjb,Silver Earring,Purple,One Green,Sun Glasses,Glass,Saliva,Red,Two White
3985,0.11,4231,61.98,https://magiceden.io/item-details/G4WgETc9eRo7f4rVWzT6cS6C3FWvCLtvGZqXwYshqhNV,None,Blue,Green,None,Leaf,Gum,Cow,None
3994,0.2,2101,80.17,https://magiceden.io/item-details/HWp1hhTSJtW7EeXAAkQieKMi6YqJHpYWMRLHmmfkTZaT,Silver Earring,Pink,Red,White Sun Glasses,Taxi,Pizza,Olive,None
3998,0.45,2553,73.62,https://magiceden.io/item-details/Awmd4u9Uf9F5ZVdNNdMV9UFnGcqgWN5Vjgf7LFksYSAA,None,Lime 1,Red,Solana,Glass,Banana,Brown,None
4003,0.4,635,91.31,https://magiceden.io/item-details/5a976rZy3V3eqMsw9MC78cbMBsLdjeFLcr5xWcEAqdi1,Silver Earring,Purple 1,Yellow,Pixel Glasses,Pilot,Saliva,Pink Blue,One Gold
4022,0.4,1612,82.55,https://magiceden.io/item-details/9wo3QiDbqmx17Tv5nue8Hi9bYx5fyBcurEywnkGdJLkH,Gold Earring,Yellow,Yellow,Pixel Glasses,Sticker Boom,Lollipops,Yellow,Three White
4047,0.0999,3801,65.93,https://magiceden.io/item-details/BWR2vjQJfqCGUbnVyc8GNEETPv54QyLb7tyyLXK8YDha,None,Pink 1,Blue,Pixel Glasses,Glass,Banana Milk,Albino,None
4080,0.1,1980,82.25,https://magiceden.io/item-details/6nJoK2JGfaxstenDDeWXnz6mWTbVCcvm6MsC6qo3BsH6,Silver Earring,Lime 1,Yellow,White Sun Glasses,Santa,Chocolate Milk,Blue,None
4096,0.4,606,91.57,https://magiceden.io/item-details/E2hacD7KZzhufwoqHQsX5PqunE5DmVB2NowgdBFnsWWK,Gold Earring,Banana,One Red,None,Bear,Saliva,Black Gray,One Gold
4104,0.5,2356,74.88,https://magiceden.io/item-details/8vvQffzJg51nqgmAUMMiK1WApB9DHiqFdUxni6UnDtTr,Silver Earring,Peach,Red,None,Chef,Gold Pacifier,Leopard,None
4113,0.2,4463,59,https://magiceden.io/item-details/EU4wXu3kcVFJ9hT5m93LA1FKj6kEy1ttt7PsWa8Gkr4e,Gold Earring,Rose 1,Yellow,None,Broken Glass,Gum,Sky,None
4121,0.1,3914,64.92,https://magiceden.io/item-details/12sbazmsNHTTe9qKRgfzAajoamg2x1Ri13BhAKEGNcyf,Silver Earring,Banana 1,Green,Pixel Glasses,Leaf,Banana,Green,None
4143,2.7,46,73.59,https://alpha.art/t/E43SnQZRUnzmRPTnhwBU7i1aiTvpZhf7rWoi74nTGrVJ,None,Banana,One Star,None,Bear,None,Leopard,Three Diamond
4154,0.1,4042,63.77,https://magiceden.io/item-details/HWnKDefgZ1jPGo87oqhvEvGH5X3wXmLo2k4tURufp6s9,None,Blue,Green,None,Headphone,Banana Milk,Albino,None
4157,0.5,2466,73.9,https://magiceden.io/item-details/4Lyczhi5P5b798qdoJFPZvNyofSDn2kLjqrcfhZu4qCv,Silver Earring,Cerulean 1,Green,White Sun Glasses,Fireman,Banana,Blue,None
4187,0.15,1415,86.82,https://magiceden.io/item-details/FgMdFYZVpJiswNEWLZ3HxFsnabgpsEzYp2Zfzk7Rda2E,Gold Earring,Violet 1,Star,Clear Goggle,Fast Food,Pacifier,Purple,None
4190,0.3,4402,58.55,https://magiceden.io/item-details/5QFXTdc7X1ivxMQa6GU5huL2KfBggvifQnC6hH7sZThy,None,Yellow 1,Red,None,Glass,Baby Bottle,Yellow,None
4220,0.1,1254,88.76,https://magiceden.io/item-details/6B88tTmeyFyWBfnrrjCT8BpznPMsyuLMLYN6KZ3DGw9r,Gold Earring,Sky 1,One Blue,None,Taxi,Saliva,Olive,Three Gold
4226,0.5,801,88.82,https://magiceden.io/item-details/Cb7NYhYGwaM84MamucrJsiooaYyfhQD8Bi5WQ49PPyfM,Silver Earring,Sky 1,One Star,Clear Goggle,Baby,Banana Milk,Yellow,None
4232,0.4,2719,72.63,https://magiceden.io/item-details/378mdenxeucaXaMvM5yzvyJDKZFcjF9NrbaMEPgExruu,Silver Earring,Lime 1,One Red,Pixel Glasses,Police,Pizza,Purple Red,None
4247,0.2,1118,88.98,https://magiceden.io/item-details/C4BiLt6aL52UgDrz8KtwFGf1wYDND4nhqDkwcyr2xEFf,None,Sky 1,Red,3D Glasses,Sticker Boom,Gold Bone,Brown,Two White
4263,0.16,996,90.47,https://magiceden.io/item-details/8eyLS9DLqkwZpR6zgCcjc3nxPEQAEEKck8dDAEYnXFoc,Silver Earring,Rose 1,One Green,Pixel Glasses,Captain,Bone,Brown,Two White
4276,0.46,138,95.16,https://magiceden.io/item-details/8mNLCcYVBeMvBkiiTQR1rjpAjBSTV26vu8mLqD7CAiUd,None,Lime 1,Rainbow,None,Headphone,None,Purple Red,Three Diamond
4354,0.4,4005,61.1,https://magiceden.io/item-details/6YZC7mvfbuUEzsmg3EUUctr96aj3yDSd5cwL22svtMi5,None,Purple,Red,None,Santa,Gum,Purple Red,None
4405,2.1,2812,54.8,https://alpha.art/t/FkhyUsb6tDcantr9GmGszF91Nt6LXnTrkap5mQh7UUQK,None,Cerulean,One Green,Sun Glasses,Sticker Boom,Banana Milk,Yellow,None
4417,0.4,2027,78.83,https://magiceden.io/item-details/3sF4o3CvwyKbMLpjxmi85ZiUX2BfwBZH5s3wRTBj5b8o,Gold Earring,Banana 1,One Red,Clear Goggle,Fireman,Pacifier,Brown,None
4431,0.2,4458,59.04,https://magiceden.io/item-details/7Nia5Q9iX8kzQxCrfz3MsmRd2QUx7ycY3ZnwtQv1B51M,Silver Earring,Lavender 1,Yellow,None,Headphone,Gum,Red,None
4439,0.3,957,89.42,https://magiceden.io/item-details/6nSYDYLovAPjopCRxhBo7VAyCF71dN3FjLqySEgSy4XS,Gold Earring,Banana,Star,3D Glasses,Glass,Gold Bone,Purple Red,Three White
4453,0.5,2098,77.2,https://magiceden.io/item-details/4GLwPxM2pdMe3f31ZqnmUWAksjYFzUjWzhD22N6D6PdF,None,Sky,Green,3D Glasses,Taxi,Gold Pacifier,Blue,None
4460,0.25,3176,70.03,https://magiceden.io/item-details/D5u5P3Ci3y67QipNXbAmUxuD1kF7vBx1g64o9F5hda1U,Gold Earring,Sky,Yellow,Sun Glasses,Taxi,Soda,Purple,None
4491,0.37,932,88.95,https://magiceden.io/item-details/6yr9YAD4bGHiVZHfX4UMFaUMXLQ9uf1EKN763h7gMKAx,Silver Earring,Lime,Gold,Clear Goggle,Glass,Pacifier,Coffee,None
