id,price,moonRank,💎 score (%),storeURL,Face,Feet,Generation,Hat,Outfit,Pants,Rank,Skin,Type
35371,0.0275,NaN,0,https://magiceden.io/item-details/avcw1bCUhwntwGkBGL51XrVh1boXThgNPKHa3T1BHtZ,,,,,,,,,
35477,1.04,NaN,0,https://solanart.io/nft/H2sviogCHggnbko6e4xXCFVksmyQPYx5vs3kq8DfsiAN,,,,,,,,,
35931,0.04,NaN,0,https://solanart.io/nft/5i6NsFEioS98ZePBiP5X3uaeT9WiziQhXuYXpsB816SR,,,,,,,,,
35957,0.1,NaN,0,https://solanart.io/nft/D6WMRV1nNYhb8ZLAdwA6VKNs8rGe7yNjebDbf8MULhCp,,,,,,,,,
36443,1.04,NaN,0,https://solanart.io/nft/FUMd3vnAvC3uJJeXeXxbtGuwuDMgc8FNXUSH4H2voNym,,,,,,,,,
36490,1.5,NaN,0,https://solanart.io/nft/GW1UZm5oZ98T72zVxiL1TMTDo2mRa2ZFqApFxc9YDdZ2,,,,,,,,,
36720,3,NaN,0,https://solanart.io/nft/C4bTk5KnaTd7Qq7tR1aDJsKPSvAK1UrThF8kG2PwrXyK,,,,,,,,,
36754,0.02,NaN,0,https://magiceden.io/item-details/3SmsMvrgL7zcL5g6vXLrbYqKyEfxGPAK9j8epVg7RsJf,,,,,,,,,
37773,0.02,NaN,0,https://magiceden.io/item-details/4Q49o9NAkf2RHvDNvJFdpKwinKtx5kYLqGk9AN7ALj9W,,,,,,,,,
38000,0.0274,NaN,0,https://magiceden.io/item-details/5ZrG6fui2jf7N66ztharT6Pkd59GLFfwKx64sMHsfsdr,,,,,,,,,
38326,0.025,NaN,0,https://magiceden.io/item-details/13ZaySgNMb6ouTB1bbufgUXvLkPPaZuD7r28R6HMy6Y,,,,,,,,,
38445,0.29,NaN,0,https://solanart.io/nft/FbNbqfNMdCfmu2kivRtqTGQrksEgpwQQKstjqPvZVvuu,,,,,,,,,
38571,0.19,NaN,0,https://solanart.io/nft/6ztTQiLDhxoX1GVQR7bzDbdRQhYFhA5GRXbUZAiAeN4q,,,,,,,,,
38974,0.19,NaN,0,https://solanart.io/nft/9cds8T3sEw4zFd998zHmMsQRBQbGRycHFoEg5R1mArTy,,,,,,,,,
39436,0.0274,NaN,0,https://magiceden.io/item-details/B1FzKPBCZbs7DYT3TtKKkjxb7JqcMdDrigmRMG4jQPW3,,,,,,,,,
39475,0.29,NaN,0,https://solanart.io/nft/Frxoy4JjE8y7bAKiU2gBJiosBjdusp4qayqEjHxLyhwG,,,,,,,,,
39573,0.5,NaN,0,https://solanart.io/nft/CPoUi8PbXAWVXCMDcn7B49FExcr3A29jk9z1TGLruz1f,,,,,,,,,
39619,0.1,NaN,0,https://solanart.io/nft/7jdLneTYvewaLfCAZ7FHRdn9xcKp9iziDBgtq1SgEpEc,,,,,,,,,
39805,0.575,NaN,0,https://solanart.io/nft/7V4wopGW3pP6ENDC27EVFDcVpJACZdL1vDoC6quFCxYv,,,,,,,,,
40068,0.015,NaN,0,https://magiceden.io/item-details/GBMJjomDn9vUwtzdXhqgfFwf6S5nzhPsPGTPERJZEwA6,,,,,,,,,
40500,0.025,NaN,0,https://magiceden.io/item-details/Htk8aFGCGjjQZBkvwLHjZVaVHuqeQQ4Bv78gKSoEUHT,,,,,,,,,
40612,0.02,NaN,0,https://magiceden.io/item-details/AFxqUeSgpShwntPMp9YAvKkKi25UEyJicTAq63fbB2i7,,,,,,,,,
40973,0.02,NaN,0,https://magiceden.io/item-details/Ah5AeDmwnXEniGunda9T94A8qQJM5u1eKrakAsEx4sSc,,,,,,,,,
41102,0.0274,NaN,0,https://magiceden.io/item-details/EaMLZRN1ztYBbeRRfSUFJJBuK8ERff3rcuqvcYiaSYhj,,,,,,,,,
41246,0.025,NaN,0,https://magiceden.io/item-details/D823PKioyD8T3MUgUZDT7NTGcAB5iB2Xx9mtrcZFY4Ed,,,,,,,,,
41902,0.02,NaN,0,https://magiceden.io/item-details/8nrWGmmVH71Qgrk9VAqbE1cMF6e8GfncKsvnqcvNv4Er,,,,,,,,,
42118,0.02,NaN,0,https://magiceden.io/item-details/ECSXo35D9z4rjf2gZL1JLK6sFBTWTeUTEaR6FJHX6Ri4,,,,,,,,,
42132,0.02,NaN,0,https://magiceden.io/item-details/6EiiAmc9irxRzQbaDBhhvz4ooFTsckgtReGS5fM2siJb,,,,,,,,,
42629,0.018,NaN,0,https://magiceden.io/item-details/ETRncUUf6XySatGFDFUPMwNYsADi12om7iFzEtd1ds4V,,,,,,,,,
42701,0.025,NaN,0,https://magiceden.io/item-details/Dk7bqPG1gFCyawag71UKtxzHiRfWpdv6qufDCzRnwAFs,,,,,,,,,
43229,0.0275,NaN,0,https://magiceden.io/item-details/EXchkQgxFZtY1n4vEyQMwG2DiEwToGZyiukL8mXNjw6T,,,,,,,,,
43838,0.024,NaN,0,https://magiceden.io/item-details/8YR1ceS6BNQmdHkn1Cdt6aWXr9i4pah6CfmPCBi1U8WV,,,,,,,,,
43849,0.02,NaN,0,https://magiceden.io/item-details/6AE4dr9aP534WWu5JkFCxCr65V3dEPrP5Nsn5LHeVGSv,,,,,,,,,
43975,0.02,NaN,0,https://magiceden.io/item-details/DawkM6UGRTYGHXGRYBKvJfNaYSTsWuD8y1DPRTxK2hy2,,,,,,,,,
44307,0.02,NaN,0,https://magiceden.io/item-details/5VG2GdRPiaWLvsdKL4iGD6YxBqk6n6KatczCtCqtbBod,,,,,,,,,
44361,0.025,NaN,0,https://magiceden.io/item-details/9WoK3faWjSLpJNZwozHA9yh5fqJBoXVkCgW5jdHRsfZv,,,,,,,,,
44698,0.024,NaN,0,https://magiceden.io/item-details/A6qA3C9VggjRxa1L56bFwXiMrHr4mAXoa4ADKFA28gr2,,,,,,,,,
45080,0.024,NaN,0,https://magiceden.io/item-details/2jMWERQBDvf1v5MssBWRwwVqo8yoTSXBjwXiGBnCdFZM,,,,,,,,,
45254,0.02,NaN,0,https://magiceden.io/item-details/3R4fdwLb8dzGkxZTYiK1KzwCXwX5XhDEosVsf4cxEc8T,,,,,,,,,
45385,0.02,NaN,0,https://magiceden.io/item-details/47CFjAG4yaW3umVjc2tFn2YwsDeQk9aMd2pySWwq2ZPD,,,,,,,,,
45566,0.0275,NaN,0,https://magiceden.io/item-details/HDQr4imNamYEFr7f9bWmwVaEQJnh8Eci2yvbZMD5GAek,,,,,,,,,
45755,0.02,NaN,0,https://magiceden.io/item-details/AJs56u1psiCmcM7MghKRrTXuXBdDmMz1Gko5gLKCQMhU,,,,,,,,,
45830,0.024,NaN,0,https://magiceden.io/item-details/K67xNpgcdmtQ5jsnpjxybnUWAB9rhKc8TDDumWytWF6,,,,,,,,,
46146,0.02,NaN,0,https://magiceden.io/item-details/2XMwnj3Te1dhFgTH1Y8zbQk7gnDfXotnPxEDNqNSK1j3,,,,,,,,,
46787,0.02,NaN,0,https://magiceden.io/item-details/3EKDU3f6fDykeoBMphTTmsGQvMJmmdFz3UvJ7kLcZdie,,,,,,,,,
47885,0.0275,NaN,0,https://magiceden.io/item-details/3gAvDERPEtSxxqpKkGd1WpAAGm3oxLe15XuCfPYwFqDp,,,,,,,,,
48237,0.018,NaN,0,https://magiceden.io/item-details/8YLdHSV4EwYWsdSiKZZFKfeefwZYfWuTmhcXDU83VEaA,,,,,,,,,
48377,0.02,NaN,0,https://magiceden.io/item-details/9kXjx4BwKdCDJWpibwJHVf25JtV8FYoG3CxwfK2yGBJn,,,,,,,,,
48442,0.02,NaN,0,https://magiceden.io/item-details/2ph3KcNMRyJdC74UnT8h1ea4H8N4SobxMQww9RcuFUZU,,,,,,,,,
48895,0.024,NaN,0,https://magiceden.io/item-details/2xzQgfvX5hjBFdTPkobvakMLo1g2PPNTJSihDVbUrGze,,,,,,,,,
48957,0.024,NaN,0,https://magiceden.io/item-details/3HnU2ac8RJqGitwpxridqs1R5sfcfcdSsxUQaHdQq3hr,,,,,,,,,
49314,0.02,NaN,0,https://magiceden.io/item-details/9JYrAkqs7FREs36xdE5koPWLkeVA3VSFjrnVdaZHGGku,,,,,,,,,
49578,0.018,NaN,0,https://magiceden.io/item-details/3Zv7NHS28KCJjhmqsvYH1Sgzqmz7LEJyhd8Ypv2o4Q1H,,,,,,,,,
49632,0.02,NaN,0,https://magiceden.io/item-details/FUpD193R6C1PUCzuhNxBux1MJ1fuuvpbhFKotvYwafDo,,,,,,,,,
