id,price,moonRank,💎 score (%),storeURL,Background,Button,Clothing,Earrings,Eyes,Fur,Glasses,Hat,Mouth,Necklace
4161,10,5885,11.4,https://magiceden.io/item-details/qw77pLJQNw2e7CX2GMTDdwyyNE1ZjQMSsTV5hySRTK1,Orange,,Robe Lilac,Stud Silver,Angry Eyes,Pink,Eye Patch,Coffee Hat,Squigly Mouth,
4164,25,8235,0,https://solanart.io/nft/DAyjqHGCkcBLK9btK1joRxLFnF5dagP5HDkZcQ3t1p2w,Light Red,,Hoodie Black,Cross Silver,Closed eyes,Black,Burberry Glasses,Bowl Cut,Mouth Juul,
4175,18,7268,0,https://solanart.io/nft/9tLadimED22PGLwdktRV49uv74Zh6xAT7836WzYtU7bX,Light Red,,Sailor Top,Cross Silver,Closed eyes,Black,Masquerade,Spinner Hat,Sideways Smile Mouth,
4200,13.69,3562,0,https://magiceden.io/item-details/Cz7rta4aTFykQ25EpbRHUsva2mcszsPysaiiauVGo6dN,Light Yellow,,Suit,Cross Silver,Round Eye,White,Solana Glasses,Beanie Orange,Sick Mouth,
4201,14,770,0,https://magiceden.io/item-details/7BUTjubWZ34dd7Cv69swNbHXmimtS5ouY8sv2qezvfrC,Light Grey,,Sailor Top,Cross Silver,Solana Coin Eyes,Red,Burberry Glasses,Mohawk,Bored Mouth,
4220,11,7290,0,https://solanart.io/nft/8VgqKxeCJL5UKCpHWnPcrKopVHkeHCTWUk88dTpoi8eQ,Rainbow,,Buttoned Shirt,Stud Silver,Flames Eyes,Brown,,Backwards Hat,Sideways Smile Mouth,
4230,8.5,3895,34.38,https://magiceden.io/item-details/DFr1eTmQuWkJHHNicBogM9sHgtURahALhT6fCw38eJ2N,Light Blue,,Polo White,Solana Silver Stud,Bored Eyes,Cheetah,Clout Goggles,Heisenberg Black,Angry Mouth,
4240,8,685,52.25,https://magiceden.io/item-details/8ApQF43zLP7s9X6siCfZyiorw48DMHuKrSFcp17NvFRx,Navy,,Robe Green,Airpods,Solana Eyes,Red,3d Glasses,Pirate Hat,Bored Mouth,
4246,4.99,9617,46.53,https://magiceden.io/item-details/GeNqaTNBjqoYBxhZRWarhTNVVDDuk14PxEtL87jDgGzq,Light Red,,Hoodie Black,Cross Silver,Round Eye,White,Wayfarer,Military Hat,Smile mouth,
4272,9.69,4440,20.29,https://magiceden.io/item-details/8fWBgcsv8Mnim7M4g9PbGcWHwatmkrwJ77Yaa9Hno59b,Orange,,Jacket All Black,Stud Silver,Red Laser Eyes,Dark Brown,,,Squigly Mouth,
4280,69,8615,0,https://solanart.io/nft/FASHWFEfrfFbd5fh5Y9qq4CeAA4Fb57Gjfqh4nqxR7yk,Light Yellow,,Hoodie Red,Cross Silver,Round Eye,Grey,Wayfarer,Police Hat,Sick Mouth,
4296,9.7,3648,23.37,https://magiceden.io/item-details/CzdwXeuPypPk9MSDp3TruxjRrBa1XB47jJCovj4wLn9r,Light Green,,Robe Cyan,Stud Silver,Hypnotic eyes,Brown,Clout Goggles,Cowboy Hat Brown,Cute Mouth,
4321,10,9690,0,https://magiceden.io/item-details/58QjPaBFnVFpaLnnHKhK8N8qtz4JjWEDRRFbaps6QNh4,Light Red,,Buttoned Shirt,Cross Silver,Closed eyes,Black,Masquerade,Backwards Hat,Sideways Smile Mouth,
4343,9.99,9707,0,https://magiceden.io/item-details/J7egVnFByhSRAQ48SvxnXVzR9XY7JrAWGEAeGYffCpnD,Orange,,Jacket Brown Tee White,Stud Silver,Angry Eyes,Dark Brown,Clubmaster,Beanie Blue,Squigly Mouth,
4363,10,8273,1.82,https://magiceden.io/item-details/836M97hntAmj1o8LMr6H9njvRVshzEUQi1vcdbfNMH3d,Orange,,Wack Donalds Shirt,Solana Silver Stud,X eyes,Dark Brown,Clubmaster,Fisherman Cap,Smile mouth,
4378,40,3242,0,https://solanart.io/nft/GVEqwrzEJiUmiFau45faW6uZEGdXr8sL3v6oS6ChDJXz,Light Red,,Hoodie Black,Cross Gold,Angry Eyes,Dark Brown,Clubmaster,Beanie Blue,Sideways Smile Mouth,Thugbird Necklace
4394,3.89,8751,61,https://magiceden.io/item-details/7A815pV5axYbmVjrA264BukCQKr2MmU3kz9N99r8RYG4,Orange,,Wack Donalds Shirt,Stud Silver,Angry Eyes,Pink,Clubmaster,Coffee Hat,Squigly Mouth,
4396,30,5075,0,https://solanart.io/nft/2jL7foZz95cMPvk5csEmVNUdswPx1R4j4pKXhxwsi6sj,Light Yellow,,Robe Red,Cross Silver,Round Eye,Grey,Masquerade,Fisherman Cap,Zombie Mouth,
4397,13.5,2334,0,https://solanart.io/nft/7enJFfPDkTxVgUSFBpQZ7em2xn7RjTXmsWPHGsbLKGBg,Light Blue,,Robe Cyan,Solana Silver Stud,Zombie Eyes,Brown,Clout Goggles,Cowboy Hat Brown,Angry Mouth,
4409,99,1887,0,https://solanart.io/nft/5iAofpw8FwFBiCcYHrh5kChcoG2P3aWfZ47w27pgmUhC,Rainbow,,Jacket All Black,Stud Gold,Red Laser Eyes,Dark Brown,,Gatsby Hat,Squigly Mouth,
4419,9.25,3554,28.24,https://magiceden.io/item-details/G9VnjDmz4nVhfphSWwdzXDdXbfhwqLDs7VkavYCVtAaS,Navy,,Hoodie Red,Cross Silver,Round Eye,Zebra,Wayfarer,Wizard Hat,Sick Mouth,
4433,160,4581,0,https://solanart.io/nft/E5yAbfmsg6znj6zBeDPdyfwFAMk7odtGBWPT8RsvgLJi,Light Yellow,,Polo Yellow,Airpods,Solana Eyes,Grey,Wayfarer,Beanie Orange,Sick Mouth,
4448,10,5046,14.76,https://magiceden.io/item-details/EW6Jz5hC4Gw3nypvBxBhfQKe8QwespFZHgENEHZUPoha,Solana,,Lion King Tee,Cross Silver,Round Eye,Grey,Wayfarer,Military Hat,Sherlock pipe,
4493,100,810,0,https://solanart.io/nft/96ShJTBVArXaWqaZk4mziVxTrQ51SsHLXxEqFuMdKE9Z,Light Yellow,,Hyperbeast Jacket,Cross Silver,White Laser Eyes,Grey,,,Straw Mouth,
4504,29,9188,0,https://solanart.io/nft/FvSjbMabt5ZQr5b2rPLHPvXH56KS85FUhesaorHBHZun,Light Grey,,Leather Jacket,Ruby,Closed eyes,Black,Burberry Glasses,Fisherman Cap,Smile mouth,
4530,111,1662,0,https://solanart.io/nft/3iD5PM2MRtovQBE4RsMWUPX63Jy1aMFAzjjF5jG9EYfT,Light Yellow,,Lion King Tee,Cross Silver,Round Eye,Grey,Scouter,Fisherman Cap,Sherlock pipe,
4538,2500,1980,0,https://solanart.io/nft/G1QnwLRaX8BdoihtYJD67EVwjJuSc5cM4uJqNXYwNvde,Light Blue,,Superman,Stud Silver,Blue Laser Eyes,Brown,,Heisenberg Black,Angry Mouth,
4545,3.8,8154,64.29,https://magiceden.io/item-details/JDFNZtV3WSdKcBg82GFaw1rbQ4voNThyxaJAFMq7MuVQ,Orange,,Jacket All Black,Stud Silver,Angry Eyes,Dark Brown,Clubmaster,Beanie Blue,Vape,
4595,20,1900,0,https://solanart.io/nft/Fe4E38FupZE6KsmtxTwr3bf9GcZfHUm2PrZX8zQipenF,Navy,,Robe Gold,Cross Silver,Solana Eyes,Black,Burberry Glasses,Top Hat,Bored Mouth,
4596,16,8575,0,https://solanart.io/nft/bWTU5XNJ2bUgXhu58c6X6UWbUEYd9yvjFZnNsqz2jL8,Gold,,Plain White Tee,Stud Silver,Bored Eyes,Brown,Clout Goggles,Blue Visor,Mouth Juul,
4611,10,2977,23.06,https://magiceden.io/item-details/5VCTpK1s1SCxmS7Kde1MmN64LrmMsQBH9LFo4S7jPj96,Light Grey,,Robe Green,Airpods,Closed eyes,Red,Burberry Glasses,Pirate Hat,Bored Mouth,
4623,25,1750,0,https://solanart.io/nft/H4t266GGZWzZKkFa5QefBr7oZdpsL6ex95yMWrfxsDGk,Light Grey,,Hoodie Green,Airpods,Closed eyes,Gold,Burberry Glasses,Beanie Blue,Bored Mouth,
4629,12,5453,0,https://solanart.io/nft/6SMkEvFQTMvWr4iMqiMmYqCSSs3Wu9tVUtfHntBeXceZ,Light Yellow,,Suit,Cross Silver,Round Eye,Zebra,Wayfarer,Beanie Orange,Sick Mouth,
4660,65,430,0,https://solanart.io/nft/6Rxjnu8M8cPL8PDp5kDRGca9Xvm6dW4cRWRsUHc1Kh1o,Orange,,Wack Donalds Shirt,Solana Silver Stud,Angry Eyes,Dark Brown,Clubmaster,Horns,Vape,Thugbird Necklace
4709,321,583,0,https://solanart.io/nft/6ZscUcsCR9Zcdp3mrA2XcLjCGpR2Qx9s8MNCBvmcjP3M,Light Grey,,Kanedas Jacket,Ruby,Closed eyes,Black,,Face Shield,Bored Mouth,Badger Necklace
4727,6.9,9164,29.24,https://magiceden.io/item-details/BHfqRQcUqiyPGdpGEHVD373zCUdyR6cagwZBm1GXzDnU,Light Red,,Plain White Tee,Cross Silver,Closed eyes,Tiger,Burberry Glasses,Coffee Hat,Sideways Smile Mouth,
4740,30,229,0,https://solanart.io/nft/wze18yKZs8ayWitH48DgChVxPBoRnvUNpbacFKp1FXh,Light Blue,Gold,Polo White,,Bored Eyes,Brown,,Baseball Helmet,Pizza,
4749,30,2414,0,https://solanart.io/nft/8H1yWX68RCTPZt7evqGAuDWASmnSBCcSnyGyUm8zxb6F,Light Red,,Medical Robe,Cross Silver,X eyes,Black,Scouter,Bowl Cut,Sideways Smile Mouth,
4754,9,9385,7.36,https://solanart.io/nft/4wyhgDGhwtFW1cEsh7UFfg4sftmo2WxkybrZ8a8TdTJP,Solana,,Buttoned Shirt,Cross Silver,Closed eyes,Black,Burberry Glasses,Backwards Hat,Sideways Smile Mouth,
4805,3.4999,8540,65.75,https://magiceden.io/item-details/6pKs9wQjsshxwLKqpfVPoe3HLaK5VXtzTPNhxyeaE5F2,Light Grey,,Hoodie Green,Cross Silver,Closed eyes,Red,Burberry Glasses,Beanie Blue,Bored Mouth,
4849,14.89,2745,0,https://magiceden.io/item-details/Fxg9JbQeehngfHgXSeWKk52yvFyk477V7BmT5fsSLvBs,Light Green,,Plain Black Tee,Stud Gold,Bored Eyes,Brown,Clout Goggles,Beanie Red,Pizza,
4855,25,7973,0,https://solanart.io/nft/2TFzHKGNnrHS3Nhd7iaDCSE1LPttKtEpCQoEtm8CSCkR,Light Yellow,,Robe Red,Cross Silver,Round Eye,Grey,Wayfarer,Beanie Blue,Straw Mouth,
4860,33.330002,1505,0,https://solanart.io/nft/nyP5C1uS6odVWe5116rPqyhvDWRJYb8g5YjwMaSMQGX,Light Grey,,Sailor Top,Ruby,X eyes,Gold,Burberry Glasses,Fisherman Cap,Smile mouth,
4880,4.7,7299,58.72,https://magiceden.io/item-details/4cGq5X5XrMysY8bhAgKu1vAvXeDa5qJ5SFRuyCmXHhwm,Light Red,,Polo Red,Stud Silver,Bored Eyes,Blue,Clout Goggles,Backwards Hat,Insect Mouth,
4884,29.9,8022,0,https://solanart.io/nft/7ZNSbS24Q6kqPemxTXkgFFVMEFK7RhTSabUYahDtZS1c,Light Red,,Gold Bomber Jacket,Stud Silver,Angry Eyes,Dark Brown,Clubmaster,Fisherman Cap,Smile mouth,
4935,1000,202,0,https://solanart.io/nft/CG3puyfWwVUHdmsaBupA7tSVpyzCm8u7ApbwLpaEaTXQ,Golf Club,,,,Closed eyes,Dark Brown,,,Squigly Mouth,
4951,5.5,5696,57.15,https://magiceden.io/item-details/AG7TfaXyXB1fWBBDSwsgPpzd8HoHbXTVqQ86HcSaE5Na,Kalahari,,Hoodie Aqua,Stud Silver,Bored Eyes,Brown,Clout Goggles,Beanie Red,Angry Mouth,
4953,10,6327,9.62,https://magiceden.io/item-details/ESDuLCnqfH8p66qneb9erHq6TAR3bo1y9dPm4CeYxfRa,Light Grey,,Hoodie Yellow,Cross Silver,Closed eyes,Red,Burberry Glasses,Mohawk,Bored Mouth,
4958,10,1819,27.7,https://magiceden.io/item-details/MS686cSdXuUgr3E4nR27rZwE19cLwSoTyPcASMVfHid,Navy,,Hoodie Lilac,Cross Silver,Round Eye,Zebra,Solana Glasses,Beanie Grey,Straw Mouth,
4974,4.2,6632,66.4,https://magiceden.io/item-details/FXrfKk3q6ZaAXrksMRzVrdGzQAGswv8kGuswk5FC9Rbq,Orange,,Robe Lilac,Stud Silver,X eyes,Dark Brown,Clubmaster,Curtined Hair,Smile mouth,
4990,10,1813,27.73,https://magiceden.io/item-details/3wFv6DrPdsnUdmhbovb48hYKEBk9Bzzp2UddcpUr6bRQ,Orange,,Robe Lilac,Solana Silver Stud,Red Laser Eyes,Pink,,Wack Donalds Hat,Squigly Mouth,
4997,7,3310,51.72,https://magiceden.io/item-details/226taDA2ccyWytH4esdXvWA7zaRZQ6625AcUxBiiEQSa,Light Red,,Plain White Tee,,Angry Eyes,Static SR,,Beats by smile,Sideways Smile Mouth,
5002,10,5312,13.69,https://solanart.io/nft/GfH1gbtz5Re6QDy1WpyVJmzkcK8QfzDT5h9ks54BnZfg,Light Yellow,,Back To The Future Jacket,Cross Silver,White Laser Eyes,White,,Military Hat,Smile mouth,
5004,10,965,31.13,https://magiceden.io/item-details/6HaUDkP14obXdqDtv1JW8oq8qvWQHuADEe61NqjysZg6,Solana,,Sailor Top,Cross Gold,X eyes,Black,Burberry Glasses,MMCC Cap,Bacon Strip,
5019,1000,218,0,https://solanart.io/nft/GhMhmBx8Edpi7VBRGbTMdV178nRfL2Ww8ANvikHE1c5C,Golf Club,,,,Angry Eyes,Black,,,Angry Mouth,
5023,8,4985,35.01,https://magiceden.io/item-details/7Qfy9jSPvr8V4yUY6uhj4yLhsFpZYxA2x8fLbefXFXpt,Light Green,,Wack Donalds Shirt,Stud Silver,Hypnotic eyes,Dark Brown,Eye Patch,Wack Donalds Hat,Squigly Mouth,
5024,60,1069,0,https://solanart.io/nft/GuW4q3efhtnV6dtZtdiRxSB2goLdVSsXnbrezUZM7BRC,Navy,,Robe Gold,Cross Silver,Closed eyes,Red,Solana Glasses,Pirate Hat,Bored Mouth,
5037,4.44,8292,57.34,https://magiceden.io/item-details/oPzxVLx3c1mkYb3eh2ruse6PrzWfScJwScJchoeaJK9,Light Blue,,Plain Black Tee,Stud Silver,Bored Eyes,Cheetah,Clout Goggles,Beanie Blue,Angry Mouth,
5056,29.690001,2902,0,https://solanart.io/nft/B5xBUQqbdvyu3ox9BQ8Gxvx6u8KtZ5THWzHpFjf4RAoa,Light Blue,,Turtle Neck,,Bored Eyes,Brown,,Baseball Helmet,Angry Mouth,
5061,500,235,0,https://solanart.io/nft/Crs2Wrdq2ivTpxLGWAeB5EEydzqMKqEHEpPcaUzvFffu,Kalahari,,,,Bored Eyes,Brown,,,Bored Mouth,
5065,555,1891,0,https://solanart.io/nft/Lmhx7RHHoKEKKxrkYXDBRNSo9qe3Fp3gb9c1TofY2f5,Light Grey,,Hoodie Green,Cross Silver,Solana Coin Eyes,Black,Solana Glasses,Bucket Hat,Bored Mouth,
5066,7,2572,54.68,https://magiceden.io/item-details/3ZtQMizivdtimYJetTDCSUrZKZK5ZQiGKzsFakgxgMyU,Light Grey,,Hoodie Yellow,Cross Silver,Closed eyes,Black,Burberry Glasses,Roman Headdress,Fish Mouth,
5068,696,10,0,https://solanart.io/nft/HVH2esMiEfsQ2mUeAcyjb2fx7RLXGh4KkeMDUW5U2kmE,Solana,,,,Robot Eyes,Robot,,Gas Mask,Robot Mouth,
5093,3.9,7482,65.99,https://magiceden.io/item-details/6VbAijGzc4buAMXMgCirNMpuCUKBcXpPgz6AYnGMULZn,Orange,,Wack Donalds Shirt,Stud Silver,Angry Eyes,Pink,Round Glasses,Fisherman Cap,Smile mouth,
5113,17,1309,0,https://solanart.io/nft/2RbCFoyDunS3wMGyji5FCMESdfmqq5jrhsPm5sqpUJU5,Navy,,IS2Sol Tee,Cross Silver,White Laser Eyes,White,,Beanie Orange,Straw Mouth,
5114,9,1397,39.4,https://magiceden.io/item-details/G2KDSA3VNihSfzBZGm7xRZhWeK2K6fkDVfFmrco4MXjd,Kalahari,,Hoodie White,Stud Silver,Hypnotic eyes,Dark Brown,Clubmaster,Yankees Hat,Tongue Out,
5127,4.5,2885,78.43,https://magiceden.io/item-details/9vvTkxrswv2G9LEDVTEw7ugNJhErMJkfshXxDtymjUTQ,Light Blue,,Turtle Neck,Stud Silver,Bored Eyes,Brown,Clout Goggles,Cowboy Hat Brown,Angry Mouth,Degen Ape Necklace
5145,6.42069,3325,57.46,https://magiceden.io/item-details/9sLVBk31YfeFYF7w9C3UXxZPs4DbGYddym7sBTDsNdYh,Golf Club,,Hoodie Red,Ruby,Round Eye,Grey,Wayfarer,Beanie Grey,Sick Mouth,
5148,51,9700,0,https://solanart.io/nft/4ydKyBSRqRB4ZyfWMouCoKqBbFyWssSWbiEgugLCFX6S,Gold,,Wack Donalds Shirt,Stud Silver,Angry Eyes,Dark Brown,Clubmaster,Fisherman Cap,Smile mouth,
5151,28.5,3178,0,https://solanart.io/nft/8xNytkskHxrFjk5zdD4knCsbrB97SLxN3jYrgPraN3hJ,Rainbow,,Polo White,Stud Silver,Bored Eyes,Brown,Clout Goggles,Cowboy Hat Brown,Angry Mouth,Degen Ape Necklace
5157,10,1666,28.32,https://magiceden.io/item-details/3VDuNoawEo8vacmQRo2Pm4TybGDnz3kYXsEx3qqZWTRc,Navy,,Robe Black,Cross Silver,Gold Laser Eyes,Tiger,,Bucket Hat,Bored Mouth,
5192,8.5,9959,10.06,https://magiceden.io/item-details/B3YbHeCSYT9BRDzxy8DACUqx5K3xr4gWDyP9VEdtNj5Y,Light Red,,Polo Red,Cross Silver,Closed eyes,Black,Burberry Glasses,Coffee Hat,Sideways Smile Mouth,
5194,26.9,2137,0,https://solanart.io/nft/7CFutRWE5Eqea5ag1fwCfiMUJFRmaVvEVLfnHYMFQVxy,Light Yellow,,Robe Red,Ruby,White Laser Eyes,Grey,,Police Hat,Sick Mouth,
5207,13,1825,0,https://magiceden.io/item-details/CTuSE3goCNgLdZyiJQSEA4mKEMtysfk4dSDu14yH7x7D,Orange,,Wack Donalds Shirt,Stud Silver,Justin Sun Eyes,Pink,,Wack Donalds Hat,Squigly Mouth,
5224,22,1345,0,https://solanart.io/nft/HZTKxehNVSKVr9tkuFxRdyPexdSedJ6yggKfZemCNpwv,Navy,,Polo Yellow,Airpods,Round Eye,Zebra,3d Glasses,Beanie Orange,Sick Mouth,
5243,60,2296,0,https://solanart.io/nft/EGWh8owQxEg2P6XJ4APqW8sv6B49LmFqGELAmXDkaCPs,Orange,,Wack Donalds Shirt,Solana Silver Stud,Angry Eyes,Pink,Eye Patch,Wack Donalds Hat,Tongue Out,
5248,14,4256,0,https://solanart.io/nft/6HwjhUiF8iNCyMGPdroTHkBhwRxpJB3u8oqDbjCJBbQc,Light Grey,,Robe Green,Airpods,Closed eyes,Black,3d Glasses,Sailor Hat,Bored Mouth,
5250,12,8826,0,https://solanart.io/nft/7xQ4annawp2sWNZYiumA9LrbEdngU8pMsU1ncpZrPfjQ,Light Red,,Buttoned Shirt,Cross Silver,X eyes,Red,Burberry Glasses,Beanie Blue,Sideways Smile Mouth,
5267,7.99,6543,28.86,https://magiceden.io/item-details/558qDyECw9fxaBAp2FUMjmZwdCPmAyhfbSsKz1mNCjes,Light Red,,Chicken Tee,Stud Silver,X eyes,Brown,Clout Goggles,Backwards Hat,Insect Mouth,
5279,9.3,4716,23.08,https://magiceden.io/item-details/2888AMghB3WqbsNn8Afq4TXUUfLuJGsYCJj8PJich6ry,Orange,,Toga,Stud Silver,Hypnotic eyes,Dark Brown,Eye Patch,Gatsby Hat,Squigly Mouth,
5291,11.77,5600,0,https://magiceden.io/item-details/8gA7yaDZ5QrNpPyQypqpda6h4Zf2Tm9XQBvGTKY1exva,Solana,,Chicken Tee,Ruby,X eyes,Black,Burberry Glasses,Beanie Blue,Sideways Smile Mouth,
5293,12,2457,5.14,https://magiceden.io/item-details/CR9YCmX1opuWLf1Wje1MUVpsWPjMNxP6w4YksrxfunP1,Rainbow,,Tie Dye Tee,Stud Silver,Hypnotic eyes,Blue,Clout Goggles,Beanie Blue,Cute Mouth,
5307,5,3991,68.99,https://solanart.io/nft/2AbjvdVGziL3xPnq25sQxDnrrosLCcrstfmTiqTA56bW,Light Red,,Buttoned Shirt,,Bored Eyes,Brown,Clout Goggles,Turbin,Mouth Juul,
5364,10,4798,15.76,https://magiceden.io/item-details/9RjXQ27BE2JfDetX5RWkgAR5Nju5fbUT23CVnqyM3BXm,Light Red,,Kanedas Jacket,Cross Silver,Closed eyes,Tiger,Burberry Glasses,Backwards Hat,Mouth Juul,
5365,30,288,0,https://solanart.io/nft/GgdJTYezQuqvN3g88FpskVUAmwELjGrBx2y1fjgRa8QQ,Light Red,,Buttoned Shirt,Stud Silver,Robot Eyes,Robot,Masquerade,Coffee Hat,Robot Mouth,
5378,150,594,0,https://solanart.io/nft/3UakdtUZwy6VwZMCCycxQ4uLvyijhPbQUq9uAMsGuyY1,Navy,,Polo Blue,Cross Silver,Solana Coin Eyes,Red,Burberry Glasses,Bucket Hat,Covid Mask Mouth,
5382,8.5,5928,26.22,https://magiceden.io/item-details/GYKxx3GmGJbfmPMKfnP21WBdwbSaoLkEztJHFrLW8izL,Gold,,Back To The Future Jacket,Stud Silver,Bored Eyes,Cheetah,Masquerade,Military Hat,Smile mouth,
5392,5.9,1868,68.51,https://magiceden.io/item-details/J49tZfJfPsBr5KAkDbCPcva9tGZnJ8VnaGRAaCnzindK,Orange,,Jacket Navy Tee White,Stud Silver,Angry Eyes,Pink,Clubmaster,Solana Backwards Hat,Smile mouth,Thugbird Necklace
5400,11,2133,16.44,https://magiceden.io/item-details/H15HbVASyYUmjevyGg2LWLxgWxscZ53z9pEHjaW6L4V1,Light Yellow,,Robe Red,Airpods,Round Eye,Grey,3d Glasses,Police Hat,Sick Mouth,
5458,35,5852,0,https://solanart.io/nft/14Ewgrn4gyVXuLHc32o4oeWTWyB6fP7sFcs3vxEH6ng4,Light Yellow,,Suit,Cross Silver,Round Eye,Grey,Solana Glasses,Beanie Orange,Sick Mouth,
5476,33.900002,5436,0,https://solanart.io/nft/2NBpiP7VJPEaJy46nvSbpr2e5zZD2FsQCUukm7YjrbJZ,Orange,,Wack Donalds Shirt,Stud Silver,Hypnotic eyes,Dark Brown,Clubmaster,Wack Donalds Hat,Vape,
5494,11,9075,0,https://magiceden.io/item-details/EctHa1cw3zQf4N5tt57yEPqHPV9HbCyrhkT9p6U6BtEj,Light Grey,,Hoodie Yellow,Ruby,Closed eyes,Black,Burberry Glasses,Military Hat,Smile mouth,
5514,17,980,0,https://solanart.io/nft/3E5sfRmbMEgGYxNsHD4BVsjCpMcNrUPzEZESnrEJzx9P,Light Blue,,Turtle Neck,Stud Silver,Blue Laser Eyes,Brown,,MMCC Cap,Smile mouth,Degen Ape Necklace
5542,7.99,9241,18.03,https://magiceden.io/item-details/z6AtopPs5VHtMSqrQiRSaD9KfmqGE1rycR5gNC8fUi7,Light Yellow,,Hoodie Red,Cross Silver,Round Eye,Grey,Wayfarer,Fisherman Cap,Bacon Strip,
5548,8.3,2376,42.47,https://magiceden.io/item-details/B4VWwjjbasLiAYMUT8XMeyoy16hbjU38bEYYnGjfLyt9,Light Yellow,,Hoodie Lilac,Ruby,Solana Eyes,Grey,Wayfarer,Police Hat,Sherlock pipe,
5549,12.5,5893,0,https://solanart.io/nft/DvmSKP83djTjbCj9BubcQgM9wjPhFZ59xrUX4mtBUL9h,Light Blue,,Hoodie Aqua,Cross Gold,Bored Eyes,Brown,Clout Goggles,Afro,Smile mouth,
5560,25,644,0,https://solanart.io/nft/DqKSLgE3jCquzLi1bLgRWLfifKyhXmg9YVwViujtijUG,Light Blue,,Hoodie Aqua,Solana Silver Stud,Hypnotic eyes,Brown,VR Headset,Beanie Red,Pizza,
5578,8.5,4409,32.32,https://magiceden.io/item-details/CK1KjodvJtA1CSbcxXdxX2ZTg291Nt5nZMTX2hMSRUPJ,Gold,,Hoodie Aqua,Stud Silver,X eyes,Blue,Clout Goggles,Coffee Hat,Pizza,
5583,10.89,3436,12.32,https://magiceden.io/item-details/F5gg135LQ3AM4yVWProtBnynasKyC2BSgQymjNDRWMzy,Light Grey,,Hoodie Yellow,Ruby,Closed eyes,Black,3d Glasses,Pirate Hat,Covid Mask Mouth,
5604,8.68,9469,10.22,https://magiceden.io/item-details/6r2azYCs7SfpnjTHt4tZW2YUEsTjdTtFqXJjSX8bAfms,Light Red,,Hoodie Black,Stud Silver,Angry Eyes,Pink,Clubmaster,Blue Visor,Sideways Smile Mouth,
5606,8.95,2504,35.46,https://magiceden.io/item-details/GSYFa6pMAjMyfuyrNSN8yhdaSikmK4akHyp191PC2t7S,Orange,,Wack Donalds Shirt,Stud Silver,Hypnotic eyes,Static SR,Gucci Glasses,Wack Donalds Hat,Squigly Mouth,
5643,8.5,2858,38.54,https://magiceden.io/item-details/E6XxdtsQycBLhj1UznsaeybwTxhY81z4TgEMBJCJQskb,Light Grey,,Hoodie Yellow,Ruby,Closed eyes,Tiger,3d Glasses,Pirate Hat,Bored Mouth,
5645,12.5,2289,0.82,https://magiceden.io/item-details/AcrvMKqQfyh1qQ6bXrK8yhpwhxg6wvFNXMuFTVLXAcXz,Light Green,,Turtle Neck,Solana Silver Stud,Bored Eyes,Brown,Clout Goggles,Beanie Blue,Robot Mouth,
5661,5,8959,49.07,https://solanart.io/nft/4V1uBLXauHYvA4XvDXFLXSjEHqBMDPUwkPMDYLR1SpSQ,Light Grey,,Hoodie Yellow,Cross Silver,Closed eyes,Black,Burberry Glasses,Mohawk,Smile mouth,
5684,58,478,0,https://solanart.io/nft/FLEHCPLhoKBLVYYZPQVm4cmeNWowhgkrGk3ZqyaojeoS,Light Grey,Ruby,Leather Jacket,Ruby,Gold Laser Eyes,Black,,Pirate Hat,Bored Mouth,
5737,14,1031,0,https://solanart.io/nft/7DPc7gsq6hmAmk7sCAACAJHQfsJKiX4J8GZ8aQ1bgNny,Light Red,Gold,Hoodie Black,Cross Silver,Flames Eyes,Grey,,,Sideways Smile Mouth,
5748,7,4884,45.41,https://magiceden.io/item-details/48sJdFhFi45WTwFfe1ScSvsK6HjfifzwzpY2tdoCiJcg,Light Red,,Buttoned Shirt,Stud Silver,X eyes,Blue,Clout Goggles,Backwards Hat,Zombie Mouth,
5826,8.9,3640,31.4,https://magiceden.io/item-details/9d3JwV8qs7DKjKbrWmuszDFihKMTMpCc5zGpuu8M5eA2,Orange,,Jacket Brown Tee White,Stud Silver,Hypnotic eyes,Dark Brown,Gucci Glasses,Curtined Hair,Squigly Mouth,
5826,8.9,3640,31.4,https://solanart.io/nft/9d3JwV8qs7DKjKbrWmuszDFihKMTMpCc5zGpuu8M5eA2,Orange,,Jacket Brown Tee White,Stud Silver,Hypnotic eyes,Dark Brown,Gucci Glasses,Curtined Hair,Squigly Mouth,
5841,8.5,4163,33.3,https://magiceden.io/item-details/6rFRLxXSFqCCEGRavM4rfWP2q9L9GSWwMF8rNskC27NT,Light Yellow,,Jacket Orange White,Cross Silver,Solana Eyes,Grey,3d Glasses,Halo,Sick Mouth,
5871,6.49,637,67.54,https://magiceden.io/item-details/jYS9Rq8vWwZaRuC73iAWc5SdAcrCWFjM61Cmpn8bUoa,Light Red,,Plain White Tee,Solana Silver Stud,Angry Eyes,Dark Brown,Round Glasses,Bowl Cut,Mouth Juul,Thugbird Necklace
5879,8.199999999,6359,27.49,https://magiceden.io/item-details/2c8s4nuFFEftbfGMUTEiBgo3SA8w67VvAhevtP4h4PDz,Light Red,,Turtle Neck,Solana Silver Stud,Bored Eyes,Brown,Round Glasses,Military Hat,Smile mouth,
