id,price,moonRank,💎 score (%),storeURL,accessories,division,extra,eyes,hair,mouth,outfit,skin
3842,0.5,4090,61.51,https://magiceden.io/item-details/7Y5C2Qe33n9aRhpvYLHxyVb1ArQ5KBUdDESN4ENyE3UA,none,dregs,none,neon blue,short black and grey,lollipop,adventure,scars
3843,1.5,2853,62.67,https://magiceden.io/item-details/9xqjjPgXihWnscdoPGLCtob6eRLbTZpFta9dJzDjm9c1,blue neon bars,dregs,black katana,black,red slicked back,fearmonger mask,saiba t shirt,implants
3857,0.99,3472,62.19,https://solanart.io/nft/8PUW8i8Fi22p5C98K4JMF1b15g6mhWTEEW1vTCBuz2qH,green neon bars,dregs,none,neon red,black long,cyber vampire,punk,implants
3859,0.99,1311,81.68,https://solanart.io/nft/V2YRMvM8ePfvwVGjorCXWmfwAx7VX1o6M4XT5SgzcWw,studs,dregs,neon katana,gold diamond,black bob,default,saiba hoodie,cyan
3871,0.49,1242,87.3,https://magiceden.io/item-details/4bfRYcuuHjuV7xFZicNk9zFsX1Pghd1mFaFXzTietAKm,none,portside,coil swords,sapphire blue,blue spikey short,cyber vampire,saiba t shirt,primal
3875,0.88,628,88.94,https://magiceden.io/item-details/2PxfUfyyGQ67p6tm55ydbBMzauV8UUFCM8BS8QfimzRk,kunai,portside,double neon katanas,black,short purple fade,viper mask,saiba t shirt,cyan
3876,0.65,2620,73.27,https://magiceden.io/item-details/6TjuBSbbd5VmXj3SXH8Uf5BcowmhM4yeYZMPK8WeozdW,ball earings,night,black katana,neon blue,short red and black,default,punk,implants
3884,2,1344,71.28,https://magiceden.io/item-details/7fBsJJ4bCQudytU3ZdQDUpLuXrdGyU6tPRzHfr3HAGeo,kunai,night,neon katana,black,middle part yellow,viper mask,punk,cyan
3894,5,551,48.43,https://magiceden.io/item-details/62NhU1mDXAFqbpfTHwVQSaJsiJhhPAPzzzwAQG8WiWxm,none,dregs,coil swords,gold diamond,blue spikey short,side grin,rider,crimson
3903,1.5,2222,68.36,https://magiceden.io/item-details/BsW1VEY7aekUFeWZVqCrS9TFzYa7w84oF9TA8dQG3AyW,studs,industrial,none,saiba x,short black and grey,cyber fangs,brawler,default
3912,1.5,781,81.36,https://magiceden.io/item-details/H7iMm9xgtN5uEUf47tAmkmspuPj6JhLsndW8TbzcPjJs,none,dregs,neon katana,night vision,middle part black,oni mask,rider,hemi
3930,1.5,3229,59.28,https://magiceden.io/item-details/FptRLdELJtSxBx8ScZtRNrtUNb2TAmNRd3EJ2b5ZqHnX,blue neon bars,dregs,none,neon blue green,short white fade,default,saiba t shirt,toxic
3966,3,2015,55.23,https://magiceden.io/item-details/GCe6zLihCZxkRyX8zw9tWtQLTqthiiizvFLhdzcWZe3t,none,night,double black katana,candy,middle part yellow,default,adventure,cyan
3981,1.5,2670,64.32,https://magiceden.io/item-details/HyqSyWR1xE9AXysHe8Qh9gjr4gBxH399NJDLGUfShDWm,studs,night,none,implant,short white fade,default,rider,green tattoos
3986,1,3669,60.31,https://solanart.io/nft/EYrhQwxsiVqMkaGPqpogeMbwut8dUgk93cB4EM1PsPQx,none,night,none,black and yellow,spikey red,side grin,saiba t shirt,implants
4003,0.45,2190,79.15,https://magiceden.io/item-details/AuTaCLHT95CrKfzkJPit4qrfQxePdggChikGynEwev9W,none,dregs,none,black,middle part black,jungle cat mask,robo arms,implants
4014,0.99,3542,61.55,https://magiceden.io/item-details/7doNsp7V1o49UEvY4TYBUDvnvjsvftR2RCExVQFvKmrd,none,industrial,black katana,sapphire blue,mohawk,lollipop,saiba t shirt,scars
4040,5,4200,15.52,https://magiceden.io/item-details/BWBnV5375qEFFNBuviqnCHx71Lfjpu898kAuKgSnR6cd,none,portside,black katana,neon blue,short black and grey,default,punk,crimson
4049,2,2345,62.25,https://magiceden.io/item-details/5cSo2VgDnwoCreJWpAfyX8RBiKo38WN5Cm2RP1CMNvXa,none,dregs,black katana,candy,short red and black,lollipop,guardian,default
4050,2,896,75.32,https://magiceden.io/item-details/GABCDTX7yY2kXvAjGJW9mtWmTQZxaNjMCMew4H4x62c7,none,industrial,double black katana,neon red,middle part yellow,oni mask,robo arms,primal
4086,1.5,629,82.73,https://magiceden.io/item-details/9847vGZrnNUsTcKM5WruFpS7YTqMVSYHLzFPtQ4TYq3k,blue neon bars,dregs,none,neon blue green,mohawk,radioactive mask,paladin,primal
4092,0.99,1130,83.31,https://solanart.io/nft/DgL3rSLMnphzh7hB3H9V5XCJUSdks4LmmAYLR1hbSjc2,studs,industrial,emerald blade,neon red,mohawk,cyber fangs,saiba t shirt,implants
4100,0.99,3463,62.27,https://solanart.io/nft/B53vpNeL4CCtwWawHijo64sTJsoJVfXVkfp2fJf32SHs,none,night,neon katana,black and yellow,mohawk,side grin,punk,default
4102,0.9,957,85.77,https://solanart.io/nft/DxX3iW5H6fp2BeJER8GRbXh8uSN7EYWZ4v2LFAQKwkWY,green neon bars,portside,double neon katanas,neon red,short red and black,side grin,knight,scars
4107,0.99,3117,65.39,https://solanart.io/nft/FDvP2QnoWKvp4vSDHaWhacM3qXs9RZgqeJp5QBgMnaz7,none,industrial,black katana,black,blue top knot,radioactive mask,robo arms,gunmetal
4117,2,735,76.77,https://magiceden.io/item-details/BxmjRydSZtcYy5ZfmKmgmujZj494MStF5oBqWKgTK9Q,blue neon bars,dregs,double black katana,neon blue,blue top knot,side grin,bruiser,implants
4119,0.9,1066,84.79,https://solanart.io/nft/6JBSUUr2NLaHHngqqjLhNKFC8kXj5Mdc53XnEdePM1qq,red neon bars,dregs,none,black and yellow,white slicked back,cyber vampire,punk,booster
4134,0.9999,2824,67.93,https://solanart.io/nft/6M6gZchmsWK3Qn4kgkpcZ4N3cR8qbMYUU8LaBEoNC9yM,blue neon bars,dregs,none,black,spikey red,fearmonger mask,adventure,implants
4139,1,3657,60.42,https://magiceden.io/item-details/FUcZppGBdUymVF6r122JWWGTZ9VTruqUZKgF3EzF841f,none,dregs,none,sapphire blue,blue top knot,smoking,saiba t shirt,implants
4141,0.45,4190,61.11,https://magiceden.io/item-details/G6BCEvSaw87jVcT3snDFEQCJF4sWg84eEB1VzSfMRXxc,none,night,none,neon blue,black bob,default,amplifier,scars
4142,1,477,89.1,https://solanart.io/nft/7DejFZcCVPQifVxCE6PJWK4e9CWbeiYNcLgVgvF8a3x8,none,industrial,double neon katanas,neon green,short red and black,radioactive mask,bruiser,purple tattoos
4146,0.81,2172,75.71,https://magiceden.io/item-details/AMNP86MB4kvoWwVvVGDzbyUWLijCoQWaF85k46Pn9iRw,green neon bars,industrial,none,augmented shades,blue spikey short,fearmonger mask,saiba hoodie,default
4154,0.9,2074,75.69,https://solanart.io/nft/DMFA12yngoxispvA1SFeqBqpE4wor4vJnsXYBg5LEUGg,green neon bars,portside,none,neon blue,white slicked back,lollipop,adventure,booster
4156,1.66,406,83.14,https://magiceden.io/item-details/q7dCaa4ZCoHo6HNCTKcjpJfArZ7wHdMMz7wPGSvoBK1,blue neon bars,night,emerald blade,neon blue,white slicked back,cyber vampire,tech jacket,green tattoos
4170,2,1750,67.62,https://magiceden.io/item-details/J2bUYaNUmmKfUK26NKNWe2B6WMJfAinFbFbtuTmAjbHJ,studs,night,none,black,short purple and black,oni mask,adventure,striker
4182,1.2,3677,58.24,https://magiceden.io/item-details/CBFgcErZ1AvnfwacJindkakBJ3QUmvqMPC66pC5VB1s3,none,night,neon katana,black,short white,default,guardian,cyan
4200,0.99,1696,78.2,https://solanart.io/nft/9cwBfzWrizDSqUs6QaHYhxmxh2mokrk2JBY56LZQxnyo,red neon bars,dregs,black katana,neon green,blue top knot,fearmonger mask,adventure,gunmetal
4215,0.99,4012,57.32,https://solanart.io/nft/96nyLws4RX74AEGe4d4hH7z9XbavfAcNnBaXMRCuMjXd,none,portside,none,neon red,short purple fade,default,amplifier,green tattoos
4218,0.9,856,86.68,https://solanart.io/nft/5iwbfW5mPd3pvxktE97YVH6cudNwmHv3v2ABVqv5KQvT,none,portside,neon katana,implant,short firey red,oni mask,paladin,gunmetal
4228,2,1672,68.32,https://magiceden.io/item-details/GpdauGhsHPtVcJuZcFJHynjntwmCC2GJZL5yDKBwpUUi,red neon bars,portside,coil swords,black,blue top knot,radioactive mask,punk,default
4232,1,4176,55.74,https://solanart.io/nft/2AwveDQ8HajpSMsfei2ScxjKEyDa1ymi2DfDPxktVDgs,none,night,none,black,short purple and black,smoking,rider,gunmetal
4233,0.9,1427,81.53,https://magiceden.io/item-details/7s7pYhELoqnQ1Xk4FvJeKmQtFNeHChgbz4EULbcs1ga6,green neon bars,industrial,none,neon blue green,short red and black,fearmonger mask,rider,toxic
4261,0.964514,1944,76.22,https://magiceden.io/item-details/Bm2MvweT1ftiDNdoDb9XaCJPV9aKvUyUVTcig83dC5HY,green neon bars,dregs,neon katana,goggles,short black and grey,side grin,saiba t shirt,implants
4264,1,2396,71.79,https://solanart.io/nft/D47hz1FWEY2TazyEREdihty39WDQxxaJgnz1Fc4ko2EJ,ball earings,industrial,none,emerald green,short purple and black,cyber fangs,rider,default
4265,4,287,60.81,https://magiceden.io/item-details/8J16BakV1XASEjsJemDdyR3HbKu7AYovLvPQkRLayQvm,none,night,emerald blade,candy,black bob,jungle cat mask,saiba t shirt,default
4300,0.99,632,87.8,https://magiceden.io/item-details/7dWgiyKJCzcLJTyjpYX7oGrg1ygtUXVCKkZ6nCLo6go1,red neon bars,night,coil swords,candy,white slicked back,radioactive mask,tech jacket,default
4301,0.4,1080,89.66,https://solanart.io/nft/FEfYQDMgUhoRLK6CFYxFgHH6T7gdgQZ6LHmwY7wV9G2F,kunai,portside,double black katana,neon blue,short white fade,cyber vampire,punk,scars
4309,0.9,2100,75.46,https://magiceden.io/item-details/Fp9T5gE2bDvxFcxWKAYZCBoSt652DowgKYefauSxbQ1z,blue neon bars,industrial,none,saiba x,short white fade,zomie mask,saiba t shirt,default
4313,0.5,4411,58.62,https://magiceden.io/item-details/CzqXMgtRNqYVioQswAFHGTtCXD1SzD8umZ1sExnCD4AX,none,industrial,none,neon blue,middle part black and white,default,punk,gunmetal
4353,50,6,0,https://magiceden.io/item-details/BRtprvnL6sZt25ZRoBunmfnscFUAmYTrquGWRnis2sfG,kunai,industrial,coil swords,neon green,short purple and black,assassin mask,assassin,toxic
4354,1.66,1258,75.45,https://magiceden.io/item-details/DuKNHjorD3MC6VK5xtESqgNKGqYYVJxguHxhYrktPd2a,blue neon bars,industrial,neon katana,implant,spikey red,default,robo arms,toxic
4358,0.45,677,92.79,https://magiceden.io/item-details/8C4xSp767jKG6sddBF2CD6T6Cg6KJftoMQkG8czeg6Yc,studs,portside,none,saiba x,short purple and black,viper mask,brawler,crimson
4362,0.5,650,92.54,https://magiceden.io/item-details/5Z4pfiE1cF4bnuDR75Dy2npBFttWyAGcVHsT9iSrMBi8,none,industrial,neon katana,emerald green,short purple and black,jungle cat mask,robo arms,crimson
4366,0.8,833,87.89,https://solanart.io/nft/7ouxjf8e1CKcwEujgmjFEoAGMwLA8ANvQC4WPYUMVBmy,red neon bars,night,black katana,saiba x,black top knot,radioactive mask,saiba hoodie,scars
4371,25,1360,0,https://magiceden.io/item-details/FrBdWWMzsGjtTwhELhamqpr7Y2NViGpMHJioiZ9KA1W7,red neon bars,night,black katana,neon red,short blue,radioactive mask,tech jacket,green tattoos
4380,5,3750,19.58,https://magiceden.io/item-details/2r5mDc1U9URpqvRaKHnG5c6xNAH4dq1KH2q27LpAYYp1,none,portside,neon katana,emerald green,short blue,default,tech jacket,scars
4393,3,231,71.32,https://magiceden.io/item-details/CiuDCkzp71nLVETevho41NLKzeenSeJawcxqRF67x9SJ,none,dregs,double black katana,night vision,spikey red,oni mask,adventure,striker
4402,0.93,2690,69.84,https://magiceden.io/item-details/9XwcmqjGc9bT8DawXNzVeDSHCTM3BwHzZPAf9L38XbyG,blue neon bars,industrial,black katana,implant,mohawk,default,adventure,default
4424,0.55,1741,82.2,https://magiceden.io/item-details/FK8Aq8xYjzbNTnEK9ANg1fjrynSHzWfvfQ995iCCZw5Y,kunai,dregs,double black katana,neon red,blue top knot,side grin,saiba hoodie,default
4431,0.44,4236,60.79,https://magiceden.io/item-details/9dSL1xtq8db8QYMiGm4TfW5Eeee8XNPR5Evm3y6iywvZ,none,industrial,black katana,neon blue,short blue,default,saiba hoodie,scars
4442,0.88,2188,74.87,https://magiceden.io/item-details/BDn3zmLh6yZm3p6kubRRVB1QPaLK9zqEtDeZwnzXpJPr,none,portside,coil swords,sapphire blue,middle part black and white,smoking,rider,default
