id,price,moonRank,💎 score (%),storeURL,Background,Edition,Eyes,Head,Mouth,Outfit,Skin
4864,9,5739,28.4,https://magiceden.io/item-details/EP3kv6Wm5DouTc18YXGnLkSL64PUfssDDabjz9HierxC,Rose,,Blank,Headband Dark,Grin,Shirt Green,Natural
4990,7,1993,67.72,https://magiceden.io/item-details/3JpBUjn3iQb9WYoiw2nHHWUz1yxLgm49eaiQ8NK4hN7y,Sand,,Jaded,Halo,Closed,Shirt Red,Natural
5151,5.88,7401,51.03,https://magiceden.io/item-details/DnHPJbuqxv2F21VY9A6QxXPqMJevGkeTTLzDrUZhAj98,Orange,,Mutated,None,Smug,Turtleneck Green,Natural
5161,5,2130,87.01,https://magiceden.io/item-details/9BJqM9b663YS7H9NszqwnsDqP7wVUgjTiDtNGrAETjPb,Mint,,Mutated,Cap Pink,Stache,Tank Top Pink,Natural
5197,5.8,3721,70.81,https://magiceden.io/item-details/3BqzcRGMaYhxEoW2T5zQxzf7W91sG1XveM2QgQQuR4Xz,Sand,,Scar,Headband Patterned,Grin,Shirt Flannel Red,Natural
5206,12,4439,5.11,https://magiceden.io/item-details/AoNx6PL3UwK6pqfAKhrGB9XiYG8fadjew3mcT2gigRRo,Alabaster,,Standard,Cap Indigo,Stache,Shirt Flannel Red,Natural
5245,8,7756,28,https://magiceden.io/item-details/8fQTJSrTySoGEeC9idLiiQShkXcEcBHx1L7UtWWaPbHA,Emerald,,Standard,None,Drool,Tank Top Purple,Natural
5298,8,5137,41.51,https://magiceden.io/item-details/7wyh5GEYoJTsRy2kFDobPPjYQYx5LaaQCsHAYkasWqhk,Yellow,,Angry,Bucket Hat Green,Drool,Scarf Purple,Natural
5354,10,7523,9.2,https://magiceden.io/item-details/HcqRWoZDefC7kdQnkijsGq2htbws552UYeHGW3dxAUWR,Emerald,,Eye Patch,None,Smug,T-Shirt White,Natural
5356,5,606,94.87,https://magiceden.io/item-details/56NhpnP8TrmZsFF6DgDAEtJY8MHjyu56pEy85Nkej6Yg,Mint,,Spectacles,COPE,Fangs,Sweater Red,Natural
5369,11,823,33.76,https://magiceden.io/item-details/EEAK3w8GjtVskWoE19fw39KYBGnFWSevarxByyeXosun,Orange,,Scar,Viking Dark,Smirk,Hoodie Blue,Natural
5408,6.69,4717,56.77,https://magiceden.io/item-details/82iAZgPDUSN4CW3Zv2yuE5FPgJhrD1UYRy7PuSD9nazW,Persimmon,,Thug,Backwards Cap Pink,Closed,Hoodie Blue,Natural
5491,5.4,5967,63.23,https://magiceden.io/item-details/8N4sZEr2Y48AGDoxxoi2woBMK6cAQXfViKYwsofDS43z,Straw,,Jaded,Bowler Dark,Drool,Sweater Red,Natural
5504,5.24,4142,74.24,https://magiceden.io/item-details/6A4MEQo7J4XkQiwEXWoWKAHwiBzHuTfQ2Ui3SXrAkUC1,Violet,,Blank,Cap Pink,Smirk,Scarf Striped,Natural
5515,6,7495,49.35,https://magiceden.io/item-details/12nyPTFfc9pUy5pH4icBcSrMBDSuWSBra4LpBKM8KLxi,Persimmon,,Synth,None,Closed,Shirt Flannel Green,Natural
5520,12,3473,10.09,https://magiceden.io/item-details/8JZuiCHYiMA3jrEYSS31xNRYCdhCCmunHrVq943JyHbP,Amaranth,,Shades,Bowler Light,Blep,T-Shirt Yellow,Natural
5528,5,3821,78.29,https://magiceden.io/item-details/9fzE3CGDL7xFM1ZTeBWjaFLRXdnHaJ8Y5B2swB4SRbBM,Champagne,,Raised,Cap Pink,Drool,Turtleneck Green,Natural
5570,12,2547,14.86,https://magiceden.io/item-details/FqUETAqc5N29uCho33zpdDVy43h73cTS5uQpnVu38Q6M,Sky,,Wink,Valet,Grin,Sweater Green,Natural
5612,8.5,1926,53.07,https://magiceden.io/item-details/8DGNG3pmvcy5G27784jNrXNc9JrNrmSeXyVA7mnhTY1E,Alabaster,,Mutated,Afro,Smile,Sweater Light,Natural
5952,10.9,2769,24.72,https://magiceden.io/item-details/Hsx9Qw3V8DPzNiRh5Zu1rcWu1CTDDTmKXyBM9Ezx1VRi,Yellow,,Angry,None,Smirk,Armor Dark,Natural
5956,6.29,5165,58.46,https://magiceden.io/item-details/HT1ecJiXJuhjY4qbmUv38UQ5PJmVNWHkpRrMQk5kvv1e,Straw,,Jaded,COPE,Closed,Hoodie Pink,Natural
5979,10.5,196,41.99,https://magiceden.io/item-details/5T7e6sfe4nipTudd4CmaLddgAppQQe7GcpDyTLvJNiKR,Straw,,Solana,Bucket Hat Green,Drool,Monster Trainer,Natural
6035,6.75,7648,41.06,https://magiceden.io/item-details/G8gt18yLAreR65cUtDD4qicLmEaXqNi7sfra5zpifRYg,Sky,,Wink,None,Drool,Shirt Flannel Red,Natural
6083,7.44,6761,38.73,https://magiceden.io/item-details/8iM6W4i3tj2BWTyQ2xQPK4fvEXd4cJSFXJakzREmPYGg,Emerald,,Jaded,Cap Blue,Smirk,Scarf Red,Natural
6108,5.4,1954,83.92,https://magiceden.io/item-details/Bav4xwQBevJE7z938pfsG2sfU4X4LFdgp6D3yqjNMAcg,Blue,,Spectacles,Bowler Light,Smug,Scarf Red,Natural
6129,7,908,73.32,https://magiceden.io/item-details/7oXP5iiRYT17rGDMr1PPZqSnFw8AdswxWhHQb3bHRD61,Rose,,Spectacles,Bucket Hat Green,Stache,Turtleneck Orange,Natural
6173,8,6405,34.97,https://magiceden.io/item-details/D2aGdhthu9jKcL2YDTtiGwqbv2VxwnVaPYdVftSpFY1Y,Violet,,Jaded,Headband Dark,Blep,T-Shirt Yellow,Natural
6219,5,3342,80.76,https://magiceden.io/item-details/GyBkuiEZfJvXY67kJZM1KbnwEiFfuQjMYCaUPywfj5zZ,Blue,,Thug,Cap Blue,Closed,Shirt School,Natural
6256,4.88,6254,66.95,https://magiceden.io/item-details/B5HLNqTpLkADKt7KibbeHgQ6WC79Zjrs2r9B1p6pydMH,Amaranth,,Jaded,Bowler Light,Fangs,Sweater Purple,Natural
6267,9,6939,22.21,https://magiceden.io/item-details/H5Hh1XF6x1sTphcFZR7C64FSkXRgifdNn6gkdSw9nY3J,Green,,Jaded,Backwards Cap Camo,Blep,Scarf Red,Natural
6271,9.69,6762,16.23,https://magiceden.io/item-details/BeTZ35sV3sGMZSQhHnyDjd8GrZJp95sdzNSAwBPuB1cd,Amaranth,,Jaded,Bucket Hat Ivory,Smirk,Turtleneck Orange,Natural
6286,5.69,6148,59.39,https://magiceden.io/item-details/CsUMbmNNUG9KsjvJ6qLj7VzFQhEGixcLybm6MtK8AQp1,Straw,,Wink,Bucket Hat Green,Blep,Sweater Purple,Natural
6328,9.69,397,49.05,https://magiceden.io/item-details/Fqc353pC11Ng3p7gZN7RebaRisVfEGbVSeJxZm5BZhGt,Straw,,Thug,Monster Trainer,Grin,Shirt Flannel Blue,Natural
6358,5.1,4892,71.77,https://magiceden.io/item-details/2m7mH5RqmXr9Cv2PK1Ea2zmTT7poK4JEgsprCgSNWT6E,Champagne,,Standard,Bucket Hat Blue,Smug,Shirt Camo,Natural
6460,10,1398,40.79,https://magiceden.io/item-details/8qt2HbXfeUWyMRTHtykKiyvwd69un1YG2RVzuonEdfiS,Yellow,,Thug,Bowler Dark,Grin,Shirt Pineapple,Natural
6512,9,6247,25.78,https://magiceden.io/item-details/Ed7N5C4ker3NPRDEPTgkrSxR4GV9uzCCKhY9T7rQTSni,Green,,Eye Patch,None,Stache,Hoodie Green,Natural
6524,6,5289,60.72,https://magiceden.io/item-details/3QCxKnJVCwJ76sdy4KY1eEbhQwSQtXJr4hxy1yCqYgMy,Mint,,Blank,Headband White,Smug,Sweater Red,Natural
6567,11,1057,32.55,https://magiceden.io/item-details/GUBNYkJeNnZ8LVaHcP586v9ougmacZHvCNW5g3FMv7qH,Sky,,Wink,Viking Light,Grin,Shirt Green,Natural
6655,7.35,6739,39.74,https://magiceden.io/item-details/4VpwUoRDPhjAFGRy1KS7Y6WHQB47q3aFiS87LtM1gB9Y,Orange,,Jaded,Cap Blue,Closed,Tank Top Purple,Natural
6734,9.99,1295,41.42,https://magiceden.io/item-details/7bwbCLeEwaTkmospXYgDRpWYnfdkaVmnSnespaExS2Fk,Champagne,,Raised,Cap Indigo,Stache,Sweater Red,Natural
6750,7,2290,66.19,https://magiceden.io/item-details/5DzZFRiZhc4UVaf7ekcLPbpWXMsmXXhXLytFm7dxKgFF,Amaranth,,Mutated,Cap Pink,Stache,Sweater Red,Natural
6767,5,5213,71.12,https://magiceden.io/item-details/8HbYhYrCvWAEzaboFwfBnW9M8Wm6ZzuRmThrscAKQweF,Yellow,,Sleepy,Cap Pink,Smirk,Tank Top Pink,Natural
6963,7.9,6833,33.76,https://magiceden.io/item-details/ANFC2uNHixS2PhKqYcCBHN9dxePaGL1eDP7tKFZHrXGk,Alabaster,,Jaded,Bucket Hat Ivory,Grin,Scarf Purple,Natural
7014,5.5,3507,74.91,https://magiceden.io/item-details/5BzHK1YsxkAcrX2F2vG7Hs4PJMBDcbGBoGEnyydqGbjb,Violet,,Eye Patch,Bucket Hat Blue,Smirk,Tank Top Pink,Natural
7052,6.69,1966,70.96,https://magiceden.io/item-details/9NAGKX9QzV7QyFeDDW84vAFHW6Hn2FadFBVXztav1xSV,Sky,,Solana,Bucket Hat Green,Smile,Shirt Flannel Green,Natural
7099,8,6887,32.48,https://magiceden.io/item-details/DJ3Z6Sd5WFKZ72x6BFScCwnhRpuQGtujJ4CGuBo9ev4W,Yellow,,Jaded,Bucket Hat Green,Smile,Hoodie Pink,Natural
7140,7.5,7752,33.02,https://magiceden.io/item-details/B56Sb3UgK9DfwD1amy7cELeLhBZ8jmmFQ92F9YcohKFM,Violet,,Standard,None,Closed,Shirt Blue,Natural
7171,7,632,74.74,https://magiceden.io/item-details/4iz8QReBf9JTbVfGJ7Tv8M6eXQ9Lu9zCyzeaoLMv74ga,Green,,Blank,Cap Blue,Beard,Shirt School,Natural
7263,7.777,7691,30.57,https://magiceden.io/item-details/7deemTjRkpTMg8SA7SsU4e9D9rgwTC7BA5pjY9onXjUg,Amaranth,,Standard,None,Fangs,Shirt Flannel Blue,Natural
7329,8,1614,59.68,https://magiceden.io/item-details/AoPjXYJk4v9qboc73ruD8nTcerR1XGZ5833ALYKYs8C9,Green,,Spectacles,Backwards Cap Blue,Smug,Shirt Red,Natural
7401,7.69,7656,31.62,https://magiceden.io/item-details/iPWTLVwTSEVEe5ssa3TvyL9YNmcNbswXAwx9V3debvN,Champagne,,Jaded,None,Drool,Shirt Green,Natural
7425,6.9,725,75.26,https://magiceden.io/item-details/48jCoPNQNFsAM5sBBbDU6a4F421XzCHWHVsoWpBQnF8k,Sky,,Synth,Backwards Cap Camo,Beard,Scarf Red,Natural
7447,10,4184,26.42,https://magiceden.io/item-details/FuKg6tQR33BunKRD8NH2G6GrUmnA1RNyz9e52bj3Jeuv,Blue,,Scar,Cap Pink,Grin,Sweater Green,Natural
7462,7.77,6029,39.21,https://magiceden.io/item-details/9RNZydxTasiznedFcZQ6bhYhwKfnfeE1MjzftdZGV5Cm,Blue,,Eye Patch,None,Stache,Shirt Flannel Blue,Natural
7465,9.99,1499,40.37,https://magiceden.io/item-details/9BYHQ1AmBvAaGTGPXQW9kYGgeKsFCMQwQGfdw7CFsx5j,Champagne,,Jaded,Crown,Smirk,Scarf Red,Natural
7516,10,3719,28.82,https://magiceden.io/item-details/4SEdUPHW4kUEKfgAe2gs9RjWFZu7hhgrD1jSkamug2nb,Rose,,Synth,Backwards Cap Blue,Closed,Hoodie Blue,Natural
7517,10,2947,32.8,https://magiceden.io/item-details/JCQeNXJjPjsG7WpxjDe6aEhJMAvLuQAWHEjovVNeLrss,Purple,,Wink,COPE,Smug,Shirt Flannel Green,Natural
7565,6.99,2850,63.4,https://magiceden.io/item-details/2cGKFN5Mukbv8oUGtD3dy935rewPHFQeUpJDkETKQgNF,Orange,,Sleepy,Cap Dark,Fangs,Tank Top Pink,Natural
7648,5,6238,65.83,https://magiceden.io/item-details/7tYbVPqmeSj4V3XZk4AuLEkPW3rDwnASdrmKNN4wmCMM,Champagne,,Standard,Headband White,Fangs,Hoodie Light,Natural
7706,10,2903,33.03,https://magiceden.io/item-details/9EYRaYRqXPMVg7fjo1FHyMZtyCqT5jbtfPJcoohfx8or,Champagne,,Sleepy,Backwards Cap Camo,Smug,Tank Top Dark,Natural
7754,7.5,6453,39.72,https://magiceden.io/item-details/Aytxo8BV6qfHSJr49r9jbgQ5qnBvo6SARRe82K8nr3vv,Purple,,Standard,Backwards Cap Camo,Drool,Hoodie Blue,Natural
