id,price,moonRank,💎 score (%),storeURL,Back,Background,Body,Clothing,Eyes,Hat,Mouth,Neck
868,2,3717,64.44,https://magiceden.io/item-details/WX2nQYfrXTKEi8FN5mCmi2b6oKSEKajD2HnXXvkDSVq,None,Deep Water Blue,Albino,Tie Dye Tee,Stoned,Pirate Hat,Bubble Gum,None
883,1,502,95.24,https://magiceden.io/item-details/Cj1DejzUDyzvzpS7B1YDihSfhEnVw2exDTEzC9imo6eA,None,Yellow Banana,Rainbow,Red Track Suit,Black Eye,None,Smile,Dapper Scarf
955,1.99,1781,77.07,https://magiceden.io/item-details/ASW4mgWS7oHxKuQpX1B9ej2s63Mfh7N6ceEcspopmrS7,None,Jet Engine,Pink,Captain Blue,Angry,Orange Beanie,Cigar,None
962,2.1,684,83.06,https://magiceden.io/item-details/6pBQH7L2KUzq3hwAV8bjxS8FMtyCmTFx7NTdX4HxNaRH,None,Radar,Pink,Green Jumpsuit,Angry,MHAC Visor,Platinum,None
996,1,4021,72.47,https://magiceden.io/item-details/AAnKHCP1pKVEYUGXNDYL5b1GBLXHBN2CmDzhjrsV7hqm,None,Remove Before Flight Red,Cheetah,Wife Beater,Angry,Backwards MHAC Cap,Serious,None
1021,2.6,3910,57.19,https://magiceden.io/item-details/4yg9W5CwAqmeSifdQzmTrWvS88NRDUMDYM9eGXLVDS4e,None,Pink Banana,Red,Tiffany Biker,Angry,Backwards MHAC Cap,Tongue,None
1080,1.05,2869,79.43,https://magiceden.io/item-details/FSgbVJK2s2JSEjSin8xVxyqQ8guokyzNVFWBaDmjftPg,None,Remove Before Flight Red,Cheetah,Green Jumpsuit,Blank,Solana Unicorn Horn,Serious,None
1125,1.85,650,85.78,https://magiceden.io/item-details/DAqr4mUEv3ViCCucp8ZENafHybr4Dxk5ZadDaEodmjkx,None,Lavender,Albino,Ramp Vest,Popping,TopHat,Smile,None
1162,1.75,4928,59.1,https://magiceden.io/item-details/GsdE4fb1zH8H5vbDRnKW3bA7oAQotWYS5fs8LQpQ7nf7,None,Sky Blue,Cheetah,Coogi Sweater,Cross Eyed,Chef Hat,Serious,None
1163,2,309,86.49,https://magiceden.io/item-details/As1PR1RgSYWJYddGBh8ShhTznzpHe2kwe87A3BNYc8NB,None,Steel Gray,Gold,Austin Powers Suit,Cross Eyed,Bose A20s,Fangs,Dapper Scarf
1166,2,4582,58.84,https://magiceden.io/item-details/BtY942w4QaWWygKeVmxu72t3zTQZkW4Y3BA9jSrWM3n3,None,Blue Banana,Blue,Ramp Vest,Angry,Military Boonie Hat,Sad,None
1266,2.25,5717,49,https://magiceden.io/item-details/13KBrqTtfY72Uaa4b9rjhvf8MkcQTBrZcvUVj8rQhtxv,None,Orange,Brown,Drug Rug,Angry,None,Money,None
1345,1.75,4484,61.98,https://magiceden.io/item-details/HE1xhd7yaGr5fTr3N29QsiKaNtJ4uFfr3J3JWsayJMTD,None,Pink Banana,Blue,Drug Rug,Surprised,Mafia Hat,Grim,None
1353,2,2808,70.32,https://magiceden.io/item-details/5jezTwJC65Xvi4YqN61Y2wo59FQEZN4qYfapjx3rCvEQ,None,Aviation Red,Zebra,Ramp Vest,Surprised,Captain Hat,Smile,None
1359,2,2602,71.65,https://magiceden.io/item-details/6R9JJyDgP6JqSS98PQsKdZNSedWtx1KUX3htizexCLST,None,Remove Before Flight Black,Pink,Hawaiian,Surprised,Black Devil Horns,Bubble Gum,None
1376,0.9,6054,60.32,https://magiceden.io/item-details/DwrRvB6tGspDEeGvvQm1r2682o9m5irvCD3pbNuYCBgX,None,Steel Gray,Albino,Flotation Device,Surprised,None,Grim,None
1378,2,4769,57.63,https://magiceden.io/item-details/94MGyE7xBY2gfkWpGuqLj1SKEofhwNAqkryAYp7TBUvL,None,Mint,Blue,Denim Jacket,Angry,White MHAC Headband,Bubble Gum,None
1379,2,693,84.01,https://magiceden.io/item-details/3xj6rDBQABZDcnXWjFYkWggzYuaUGeZfpwdAoBApPwWH,None,Moon,Albino,Mafia Suit,Sleepy,Pirate Hat,Cigar,None
1382,2.5,766,78.53,https://magiceden.io/item-details/4fcUgeUMwpGP2k1DRjhH8sHyUDpVdWfRn6NPxUKzMcFm,None,Blue Banana,Red,Black Biker,Blank,Folded Hat,Smile,Dapper Scarf
1393,1.49,4735,62.95,https://magiceden.io/item-details/Fye28FrBBt1d21ZDK4SrpKKRbu15TfYisN8EYJR2oRFf,None,Deep Water Blue,Zebra,White Turtleneck,Cross Eyed,Fez,Smile,None
1411,1.9,4311,61.6,https://magiceden.io/item-details/Bf6TjhWtJGsujFdfUABg47cPHFTYrMeTaXvZPU8ZJnNx,None,Steel Gray,Red,Black Biker,Stoned,Green Mohawk,Big Smile,None
1412,1.75,3686,67.14,https://magiceden.io/item-details/KdmpRoDyjrN87QcskhrnBH31KQS8kHm8R5gFBVUQL7b,None,Yellow Banana,Blue,Red Track Suit,Red,None,Rose,None
1427,0.9,4777,68.58,https://magiceden.io/item-details/BSa2Nf1rCWTqJm9ZoPDEKLrMaMweF15yP53LSfniZKta,None,Sand,Red,Baby Blue Vest,Cross Eyed,White MHAC Headband,Serious,None
1431,1.7,4594,61.76,https://magiceden.io/item-details/5MJaLcRwefvpwib1Fz99j3H4QyuaqQDo2uhmHhshsS1v,None,Sky Blue,Blue,None,Blank,Unicorn Horn,Grills,None
1433,1.85,3937,64.52,https://magiceden.io/item-details/E5tD9uvpGwL2tQ2DVu7US2gqzgzYk8LnG7p1GzqTRCFx,None,Yellow Banana,Pink,Bomber Jacket,Popping,None,Bubble Gum,None
1444,1.75,4349,62.85,https://magiceden.io/item-details/2C8e8hY6CVJyoAfT3vRbgVGcaazinkuZ8gycgYDM5qs5,None,Aviation Red,Pink,Black Logo Tee,Angry,Dunce Hat,Rose,None
1447,1.42069,877,88.61,https://magiceden.io/item-details/2VvDG1LNgeqyRbDBktcNZ2Mm1TkRbus45fnWP6MtuKcp,None,Blue Banana,Red,Drug Rug,Surprised,Folded Hat,Sad,Dapper Scarf
1448,3,861,72.92,https://magiceden.io/item-details/8oLFpgWmKGBL8FkwQEeNCoVjGaw9Fcir23e1hTfC1L17,None,Radar,Blue,North Face Puffer,Sleepy,Psychedelic Captain Hat,Smile,None
1465,1.75,4384,62.62,https://magiceden.io/item-details/EyjHXr9FheEi1Ef3gMWK5rH7J3BN8ZrJjkdi7iSQwQ2o,None,Aviation Red,Brown,Brown Mink,Sleepy,Pirate Hat,Rose,None
1480,1.2,4436,67.79,https://magiceden.io/item-details/58cLW6aS5Enk8HzE4fTYZvX5D865B8S28xiaYdRhGHaw,None,Sky Blue,Brown,White Turtleneck,Red,Fez,Sad,None
1492,1.75,982,84.64,https://magiceden.io/item-details/Cn11QPm3vBH1JasYjj1xSKJs1RxvGF5ZtX3kDoAipuJN,None,Steel Gray,Blue,Coogi Sweater,Cross Eyed,Cowboy Hat,Rose,Dapper Scarf
1565,1.25,5885,57.91,https://magiceden.io/item-details/Da1nfYvZnznCM38w2jxpRxJ8zCdxVSbu2qosQBLcBpa4,None,Sky Blue,Rainbow,Tie Dye Tee,Angry,None,Grim,None
1587,2.5,1385,74.53,https://magiceden.io/item-details/E7pj5cdop5v5XeE4z6hux46j2mY4x8WwX3ygFb4Eb6B5,None,Sand,Cheetah,Tie Dye Tee,Blank,Red Devil Horns,Rainbow,None
1605,2.2,3878,61.4,https://magiceden.io/item-details/pjHi6QZRBiZ982QAaCL4EeZr3jyjqtU6nJfD11BPBrY,None,Orange,Rainbow,Tie Dye Tee,Angry,Orange Beanie,Serious,None
1616,2.4,5003,52.12,https://magiceden.io/item-details/BZURRMdJHn9sRDxEQrLdd3qqA3iJbjcx4VCy8uwkScUm,None,Yellow Banana,Brown,Black Logo Tee,Angry,Japanese Bandana,Bubble Gum,None
1645,2.5,338,81.3,https://magiceden.io/item-details/8nD92KqjWZVTCfN6eRgdtx9ZrdxoiKvE8cMuNiHtYP1N,None,Lavender,Blue,White Turtleneck,Black Eye,Bose A20s,Cigar,Dapper Scarf
1648,1.41,2615,77.47,https://magiceden.io/item-details/Ed81amupR6wzHQv2guRkFnk4BwZk6f9cgaQ1KioEDebE,None,Yellow Banana,Brown,Drug Rug,Blank,Black Devil Horns,Grills,None
1666,2.6,6036,43.43,https://magiceden.io/item-details/49wmQFMHBCsKSdMXX2xJN94YVkDfrezh36SrmryPpaek,None,Sky Blue,Blue,Drug Rug,Sleepy,Chef Hat,Sad,None
1669,1.73,5201,57.54,https://magiceden.io/item-details/8bpuGTtZGu4mQyfnTmRMreK1Ehhn3fjCnoE4DQadfh5V,None,Yellow Banana,Blue,None,Cross Eyed,Mafia Hat,Tongue,None
1673,1,6167,58.59,https://magiceden.io/item-details/DeLr4DNMzZKTxBHG2Wz1APxuBDpHgZeuqfcytrEL6r6h,None,Steel Gray,Albino,White Turtleneck,Surprised,None,Sad,None
1677,1.75,2751,73.19,https://magiceden.io/item-details/3EuNX8hcShbeR7zbx2EM5PbvewADwr3kBfWRafZ7XVuE,None,Lavender,Gold,Wife Beater,Surprised,WW2 Helmet,Sad,None
1731,2.9,389,76.97,https://magiceden.io/item-details/7SBRzwBDPRbBNKZyCiQsRWmBB9nHvWP2aXoZo1jmEzM5,None,Fine Gold,Cheetah,Austin Powers Suit,Angry,Fez,Tongue,Dapper Scarf
1743,1.65,4216,64.71,https://magiceden.io/item-details/9BriJMwzrSVbBM5PMP1njmpex1Z1vo1zQXcjrRsmLKzG,None,Remove Before Flight Black,Red,Tie Dye Tee,Stoned,Yankee Fitted,Tongue,None
1749,1.85,4197,62.83,https://magiceden.io/item-details/9v4pXqgRYXQ141FESThfrbkMboR6GGGQDHPrp1cVX5Jr,None,Yellow Banana,Red,Brown Mink,Sleepy,Tinfoil,Serious,None
1788,1.5,2142,79.63,https://magiceden.io/item-details/FsPgLkr1SgPRNWU8jVGvuvGzMQoE4ooZdCtxdNqEzoQZ,None,Remove Before Flight Red,Pink,North Face Puffer,Popping,Black Devil Horns,Serious,None
1824,2.2,4356,58.3,https://magiceden.io/item-details/7hw4bGCyzWrq1X3F8KYMHvk3Ts722Nen3ubeXvwhhfJy,None,Mint,Zebra,Black Logo Tee,Angry,Black MHAC Headband,Serious,None
1854,1.1,2942,78.45,https://magiceden.io/item-details/6wzxK7c32ry4Qb3pobGHuw19x8wEQkNiTTouRM9ZpxEi,None,Sand,Albino,Austin Powers Suit,Blank,Tinfoil,Sad,None
1855,2.1,2542,71.04,https://magiceden.io/item-details/8JMxXFEF9eozKU2csGLEu4XkV1RqC8CQWgsT5cTocbQ7,None,Deep Water Blue,Blue,MHAC Hoodie,Black Eye,Tinfoil,Tongue,None
1857,2.5,3742,59.28,https://magiceden.io/item-details/CEpZmcZY2cSLLSYY44o83xjBjiyySPYNfnPhzmcm5vMw,None,Remove Before Flight Red,Pink,Bomber Jacket,Blank,Solana Mohawk,Grim,None
1873,2.5,117,82.73,https://magiceden.io/item-details/44mctXyUKarvaWwNpa9DsaK9vB6aGQVfe81foZgxh8NU,None,Moon,Cheetah,Denim Jacket,Surprised,Yankee Fitted,Cigar,Airplane Gold Chain
1882,2.23,2363,70.9,https://magiceden.io/item-details/2uENsV9YcLjpcT5cMxgx6HveMaDgQg2R1wL1J2qBdDVa,None,Sky Blue,Brown,MHAC Hoodie,Cross Eyed,Mafia Hat,Money,None
1896,1.76,3865,65.88,https://magiceden.io/item-details/8xDNoRvrbf5S5aAPjYy1tLYwZsVvSMVXkewkRWzD3oSo,None,Jet Engine,Albino,None,Surprised,Solana Unicorn Horn,Serious,None
1906,1.8,2435,74.73,https://magiceden.io/item-details/FzQsQZSPEnMgMSF9h2tttkm7fh6QauX5XoVUgznZR9uz,None,Steel Gray,Gold,Bomber Jacket,Surprised,Tinfoil,Grim,None
1907,1.369,4227,67.45,https://magiceden.io/item-details/EnDvzykb1Kf7LoZemaeCjAPvMWJXK3fs3phhp6eJTr2N,None,Yellow Banana,Blue,Ramp Vest,Cross Eyed,Captain Hat,Smile,None
1920,1.749,3549,68.04,https://magiceden.io/item-details/3kmH5s5GvgJ39W6CZYVxe592NyGkKdecoKGwdSG5EkNp,None,Sky Blue,Blue,Black Biker,Stoned,Tinfoil,Fangs,None
1924,2,3099,68.44,https://magiceden.io/item-details/rE422xzGjRd7Hd99GPehuj5TtE4KV3JFgrkGJxfsGpc,None,Sand,Albino,Black Logo Tee,Surprised,Black Devil Horns,Rose,None
1928,3,2769,60.57,https://magiceden.io/item-details/54u4XrX39MLiihscdnDStczMd3sXySnvK4NMphq8EWWJ,None,Remove Before Flight Red,Platinum,MHAC Hoodie,Black Eye,None,Smile,None
1934,1.85,5873,51.99,https://magiceden.io/item-details/7BPcVEnqPZ5R3CJ667QpmnDkztmL79ZUf3EMWK3Ku72G,None,Sand,Brown,Denim Jacket,Blank,None,Rose,None
1940,0.87,2657,82.6,https://magiceden.io/item-details/GX5F7DFumkY3hw7HkTKGgdvxTdDE3P6bhM9C4FncyRC3,None,Steel Gray,Gold,Coogi Sweater,Sleepy,Yankee Fitted,Fangs,None
1969,0.88,6073,60.4,https://magiceden.io/item-details/8pV4ana1QjRcQXsnGJqg3UNHCjmEaSUZ6vceQBxxHmFh,None,Steel Gray,Red,North Face Puffer,Surprised,Japanese Bandana,Sad,None
2027,1,883,92.78,https://magiceden.io/item-details/2M2xJ3yoeg19VLBKavk2Xk14oN3Hjdid4HxyXMMtSMg4,None,Moon,Blue,Jedi,Sleepy,Unicorn Horn,Fangs,None
2058,2.7,3327,59.96,https://magiceden.io/item-details/26DXEXC37UeTnXoWt2Kn3gwttKideBapfZ3rwnMbi8Ms,None,Remove Before Flight Black,Blue,Green Jumpsuit,Sleepy,Captain Hat,Sad,None
2070,2.1,4861,56.04,https://magiceden.io/item-details/7abdg7BY7acaHZ9XDotemiEXRefsWvFULnVMFHuQMnwC,None,Steel Gray,Rainbow,Flotation Device,Angry,None,Big Smile,None
2084,1.75,5574,54.92,https://magiceden.io/item-details/3Ppg8UZoBYeifDnLhDFwyeh37WkiNizQzxyQfsPJypLP,None,Aviation Red,Blue,White Turtleneck,Angry,Military Boonie Hat,Sad,None
2111,2.5,901,77.66,https://magiceden.io/item-details/AaMTCnn6wCS2RZDcLDpyAMsRCfNgauQtxgjRS23Kpa9J,None,Yellow Banana,Blue,Hawaiian,Angry,None,Grills,Airplane Gold Chain
2112,1.8,1139,83.12,https://magiceden.io/item-details/EzxYXMcRSJFC9UMmKQqGnhccAcPdSJHyNZ3FtsYFTSK5,None,Mint,Pink,Tie Dye Tee,Blank,Oxygen Mask,Fangs,Dapper Scarf
2169,1.75,2996,71.6,https://magiceden.io/item-details/5t4A3Jwc84S8wsCeg3u1uyXNnTDmAdXWNtHMHkL6UFFg,None,Jet Engine,Brown,Bomber Jacket,Surprised,Mafia Hat,Sad,None
2204,1.6,2075,79.06,https://magiceden.io/item-details/2iQoYHtTHUceSyXHnu9sgurWRRiwE6Cftq7YMzXr2ZjF,None,Radar,Pink,Drug Rug,Sleepy,Bose A20s,Cigar,None
2219,1.4,1560,84.4,https://magiceden.io/item-details/CrDoS424TvoHeuAhKN9YAwruTf1xVvVGqkZKYiCsUH7d,None,Steel Gray,Blue,Drug Rug,Blank,Bose A20s,Big Smile,Dapper Scarf
2231,1.9,6122,49.88,https://magiceden.io/item-details/EyRAmqWaFeJ8B3eaSHFXfUNxTfD9NfYUcuVBPqcQpVCj,None,Steel Gray,Cheetah,Hawaiian,Blank,None,Sad,None
2234,1.5,2074,80.07,https://magiceden.io/item-details/HbDGBLw96TqDxYsHx2s415HeEKBDnza4Z8zduPMF7CNr,None,Steel Gray,Red,Denim Jacket,Blank,Green Mohawk,Rainbow,None
2246,2,3848,63.59,https://magiceden.io/item-details/7HTeNvhMYRq7v9JYTW824ktfcMUnBjTW6KqMGcjYeeYr,None,Steel Gray,Cheetah,Black Logo Tee,Angry,Mafia Hat,Bubble Gum,None
2258,1.19,716,91.96,https://magiceden.io/item-details/F2fqFT9W1MrgbYt4EsUBWoT49Qh6VP4vJ7JvGznTxUBC,None,Deep Water Blue,Red,Solana Hoodie,Surprised,Oxygen Mask,Smile,Dapper Scarf
2263,1.8,1128,83.19,https://magiceden.io/item-details/QqD6GNgw2yPdrMgqD4QgTB7xQ8Hitw6UyhLkrk7Dg7F,None,Mint,Zebra,Austin Powers Suit,Angry,Cowboy Hat,Rainbow,None
2280,1.8,5221,56.71,https://magiceden.io/item-details/7ueUPaNh7XSmwifDZU4Rku4qArVEKnGKVwQHwzzCPXUp,None,Sand,Pink,Brown Mink,Surprised,WW2 Helmet,Grim,None
2282,1.41580407,289,92.46,https://magiceden.io/item-details/ngbxnxHWaMPy5wGyePYM7NNXrniQZUkHDMGJGYZe3s2,None,Pink Banana,Gold,Black Biker,Angry,White MHAC Headband,Big Smile,Airplane Gold Chain
2295,1.9,3023,69.93,https://magiceden.io/item-details/2RgULXketHFuqZ3guXTWEY446YoN7Feaha9fDkHQxecV,None,Aviation Red,Red,Wife Beater,Stoned,Green Mohawk,Fangs,None
2314,2,4062,62.21,https://magiceden.io/item-details/HaV8KLaRjvCu5vgVJrefa42S3bNcqcVot3Uq1LTRr2re,None,Sky Blue,Blue,Austin Powers Suit,Stoned,Solana Unicorn Horn,Tongue,None
2330,1.25,2837,77.63,https://magiceden.io/item-details/3YrrQiCUnZ4CH2QScuUHahRWtzeprbuWYhEC3csJq72A,None,Sand,Albino,Dashiiki,Cross Eyed,Tinfoil,Tongue,None
2365,1.1,2825,79.21,https://magiceden.io/item-details/9ihntHAyFa7jpRwodbzDJNAwdgdUSx6r87vc2sqec3Mp,None,Sand,Cheetah,White Turtleneck,Cross Eyed,None,Platinum,None
2372,3,3372,56.67,https://magiceden.io/item-details/GcxBKQBTuUhXUxzWwFV3og5frkJjFBjW5rfacJZgcbFP,None,Blue Banana,Zebra,North Face Puffer,Blank,Fez,Fangs,None
2388,2,4599,58.73,https://magiceden.io/item-details/8hLAiNNS89Hia2BnGxEZaCTxJTfkk7BzSgUFz3qoQEWn,None,Yellow Banana,Pink,None,Black Eye,Unicorn Horn,Smile,None
2402,1.88,2049,76.43,https://magiceden.io/item-details/HiVwSnpvcXNjgwANxsinZoUS453CihTC7YDzuKz7jPdQ,None,Blue Banana,Red,Blue Angels Jumpsuit,Black Eye,Green Mohawk,Grim,None
2407,2.15,2094,73.44,https://magiceden.io/item-details/GKT9hMiakzUAU1V8iU4CwdB1K5qybfewSQDKT9LMCzKF,None,Sky Blue,Rainbow,Tiffany Biker,Sleepy,Unicorn Horn,Big Smile,None
2415,2.5,3182,62.9,https://magiceden.io/item-details/7iWwN79BGRCDkPjXBsm4EU8JkWm28jbyan4a5rXz8V3B,None,Pink Banana,Blue,Austin Powers Suit,Angry,Tinfoil,Sad,None
2425,1.97,1673,77.97,https://magiceden.io/item-details/2UtqkEaedduuYcj7yPMWKRQc6txXLmFEmZVi1fRbLrqf,None,Moon,Albino,MHAC Hoodie,Blank,Banana,Smile,None
2428,1.76,5323,56.45,https://magiceden.io/item-details/4283e7XP6vJrddsFMo5eUtigJWvhPLst2dMTvt8597Hp,None,Remove Before Flight Red,Brown,Drug Rug,Red,None,Grim,None
2478,2.1,4334,59.45,https://magiceden.io/item-details/SnAy2wMd5Q9392gYDd5RQTXuHuXYkdGivzcV2YWx66P,None,Mint,Blue,Ramp Vest,Cross Eyed,Mafia Hat,Big Smile,None
2488,0.88,2028,86.57,https://magiceden.io/item-details/8MtccRN8ZZqTE3qUs5Q76xcmg5NxqW8ZbWD1i3HNhNte,None,Sky Blue,Red,Tie Dye Tee,Pink Glow,Captain Hat,Rose,None
2489,1.3,1490,85.85,https://magiceden.io/item-details/BMcx9oj7Y6mTi1ZT3HXfYtbfjfqKRfABK2g1QSxEYrjX,None,Moon,Zebra,Austin Powers Suit,Cross Eyed,Trippy Headband,Sad,None
2494,1.75,5163,57.58,https://magiceden.io/item-details/AMw2B75wSs2ttzWXPsKqej1HfTisTQXDzzsvx1AMPzmV,None,Deep Water Blue,Brown,Hawaiian,Angry,Black MHAC Headband,Big Smile,None
2508,2.99,854,73.06,https://magiceden.io/item-details/AHYXL3KW1XSqe1xBabcdJcfMMyiHSzjTiRDV8RUPfSzZ,None,Lavender,Red,MHAC Hoodie,Angry,Black Devil Horns,Grim,Dapper Scarf
2536,1.5,3309,72.08,https://magiceden.io/item-details/DPfHohutcAChJJ55w9LYeBmeGZ4RMMKDG8Ne4ovrYMkT,None,Pink Banana,Blue,MHAC Hoodie,Sleepy,Solana Unicorn Horn,Bubble Gum,None
2555,1.25,1964,83.28,https://magiceden.io/item-details/5oKf7EBdNuYWpP1izKqvVmXRHhdWAef5APcjM6eaZWw2,None,Pink Banana,Pink,Tiffany Biker,Sleepy,Red Devil Horns,Bubble Gum,None
2556,2,3009,69.02,https://magiceden.io/item-details/6Nx8Nfg77DxxB712B5u1BKTfuGWqGvGznza5zZwWHNAm,None,Steel Gray,Gold,Wife Beater,Surprised,MHAC Visor,Serious,None
2616,1.4,1883,82.31,https://magiceden.io/item-details/6QKJPVaAKmirbJ1yjVEUB1dX1fMvPuAuTMoGWrfcQ3Ax,None,Yellow Banana,Brown,Solana Mink,Popping,Backwards MHAC Cap,Smile,None
2636,0.849,2561,83.43,https://magiceden.io/item-details/GLtr1fuiMvHDFBnmCHi7ddWEv26tkanRAf23ftzWZH8Y,None,Sky Blue,Gold,North Face Puffer,Cross Eyed,Folded Hat,Fangs,None
2670,1.5,4172,66.5,https://magiceden.io/item-details/EZAcNAQJxsXJSpMfbh3z1YiHMd6SPpqjdyxQuwQ1tXqS,None,Yellow Banana,Cheetah,None,Angry,Red Devil Horns,Smile,None
2715,2.23,3720,62.12,https://magiceden.io/item-details/9iowbvU9Xtqxevt3jbXUC1Q7PyH6bjaHRyQExfVvZGJd,None,Radar,Pink,Black Logo Tee,Surprised,Trippy Headband,Serious,None
2736,1,4219,71.19,https://magiceden.io/item-details/6TAtkxHSqC9bkFQrcSaUmZ1gwgMMV3mfDEQzV7MWUKqY,None,Aviation Red,Blue,Ramp Vest,Sleepy,Red Devil Horns,Smile,None
2756,2.22,2587,69.55,https://magiceden.io/item-details/BJh87TdqEXAXpfe3NJs89g9B2QdosULJqwLeJSFExVN5,None,Lavender,Albino,Hawaiian,Fire,Backwards MHAC Cap,Smile,None
2768,2.1,2945,68.43,https://magiceden.io/item-details/DFWG27Z55mzGGG8cTk52rKQZQmisDQsvFLp6v3dzsDAT,None,Cockpit,Red,Wife Beater,Cross Eyed,Backwards MHAC Cap,Fangs,None
2842,1.76,2659,73.69,https://magiceden.io/item-details/4zRMBd9vJEezBAmHWPvoi9nuYav8q2f3fo7jFLtu5WvN,None,Remove Before Flight Red,Albino,Wife Beater,Blank,Banana,Fangs,None
2849,2.5,6057,44.3,https://magiceden.io/item-details/KW6Mge1y5EoqFxQN35n9EjkQ96s8JtEhKLFvWLQHUgY,None,Steel Gray,Blue,Black Biker,Angry,Orange Beanie,Sad,None
2851,2,3981,62.73,https://magiceden.io/item-details/8PSz4VzpWs6SLBvCKjoFRPJw33RHvutumWpkfmwe7s7N,None,Orange,Albino,Flotation Device,Blank,MHAC Visor,Grim,None
2868,2.5,4650,53.4,https://magiceden.io/item-details/CHgHczmLqsBnCxfREg6c8oKoQdghdvpkHMNSiKES9CzX,None,Fine Gold,Brown,None,Surprised,White MHAC Headband,Sad,None
2883,1.75,5066,58.21,https://magiceden.io/item-details/HG2wMrtH1aKKNhtJ7BsKMyoBiRe3htFmpxG5HmQ8SvvA,None,Deep Water Blue,Albino,Drug Rug,Cross Eyed,Banana,Sad,None
2922,1.76,3391,68.95,https://magiceden.io/item-details/Fcuke2Xh9nrvHL6CYGsPKqGXYi4QFqVYETzmtpDJgjZ6,None,Fine Gold,Red,Tie Dye Tee,Angry,Military Boonie Hat,Bubble Gum,None
2938,2,4372,60.2,https://magiceden.io/item-details/BQKy25p4cpo2ZVtyxRzzrYnojKDrboRSuqxSmKLauE9W,None,Blue Banana,Blue,Bomber Jacket,Sleepy,Mafia Hat,Tongue,None
2942,1.8,6061,51.27,https://magiceden.io/item-details/3wP7g9oZNMVt61vxtiQyDg5komwjRbjsS8DJ1BmGT7mV,None,Steel Gray,Red,None,Cross Eyed,Black MHAC Headband,Grim,None
2980,2.1,5968,48.87,https://magiceden.io/item-details/2FZpQaSUoQ3hDu96abzDeJMPDutsjcMwcACbFfURUJwT,None,Sky Blue,Cheetah,MHAC Hoodie,Surprised,None,Sad,None
3002,2.5,4728,52.9,https://magiceden.io/item-details/J9NnZ6tChsM9wPQojVRyVL7QuZk82SNRTDTP6DV6vZot,None,Fine Gold,Blue,Bomber Jacket,Sleepy,Orange Beanie,Tongue,None
3031,1.79,2524,74.26,https://magiceden.io/item-details/38Fx2DPoLRbEEfWMbfdKRfLoBjSdmcUPPqcvxyfgqaNS,None,Fine Gold,Pink,Drug Rug,Blank,Black Devil Horns,Rose,None
3039,1.75,3352,69.3,https://magiceden.io/item-details/DCLhvEpaxDiDo9dfhtdhvMMASZUau3dfFWm5eXSFZean,None,Sky Blue,Rainbow,Captain Black,Black Eye,None,Big Smile,None
3058,1.9,2250,74.93,https://magiceden.io/item-details/Cy8tELigfrxFeu4W81KhnqzrCyGzbpDTQgncA31pYZ4g,None,Sand,Red,Blue Angels Jumpsuit,Popping,Backwards MHAC Cap,Sad,None
3084,1.2,3432,74.28,https://magiceden.io/item-details/CESMqwmQtLUo7vVAfj5PpqC9Gq536JUAgMiBTM6HuYZW,None,Pink Banana,Pink,Blue Angels Jumpsuit,Surprised,Dunce Hat,Sad,None
3091,1,4195,71.35,https://magiceden.io/item-details/6QjrFNeVWfnpEEgqYR6x1DfFWy7xSqBL9Vh9BfbTarpf,None,Lavender,Brown,Solana Hoodie,Angry,WW2 Helmet,Big Smile,None
3106,3,3964,52.84,https://magiceden.io/item-details/EQrnGwRLpiMALG9TAtaXoFN3TVMv15P2wQdnujmthuNF,None,Steel Gray,Blue,North Face Puffer,Angry,Brain,Tongue,None
3145,0.85,3655,76.34,https://magiceden.io/item-details/Bwczz2pfWziU3w52nrz25VxyYP2jvzBLTN4auPi7VbD2,None,Lavender,Brown,Dashiiki,Sleepy,Captain Hat,Serious,None
3148,1.9,3111,69.36,https://magiceden.io/item-details/EKhFDXZCr1dRX4gpB5q8pnffFueomLrxE1m4rRr9FD13,None,Sand,Red,Tuxedo,Blank,Banana Headband,Smile,None
3158,1,4323,70.52,https://magiceden.io/item-details/FqjnrpW3PdfA8oYyS8us1pYRWHmhwCwWQUyZs65SqnYQ,None,Radar,Brown,Drug Rug,Blank,Dunce Hat,Smile,None
3165,1.8,1612,80.06,https://magiceden.io/item-details/3wTDYhazgu3cYpxiBq3YpMm3Tdz3ZDix3XUAkZZEmLdS,None,Steel Gray,Platinum,Solana Hoodie,Stoned,Captain Hat,Sad,None
3169,1.85,2325,74.95,https://magiceden.io/item-details/uv5YBxByAppxuYj5JJoX2TVXWeAsNB6ZJM7tXL9NQ26,None,Aviation Red,Pink,Austin Powers Suit,Fire,Orange Beanie,Smile,None
3171,1.74,3265,69.96,https://magiceden.io/item-details/AMiVFKadaKcVLPg6T9J4H4GAq7s5vAKY19yoetogu7an,None,Fine Gold,Brown,Tie Dye Tee,Stoned,Dunce Hat,Big Smile,None
3186,1.75,4627,61.05,https://magiceden.io/item-details/Civ7uVSWSEet1g8ToBq5p7dVoo9pBdMUD2QN8Gjk8AWQ,None,Yellow Banana,Pink,Captain Blue,Cross Eyed,Fez,Serious,None
3200,1.75,557,87.39,https://magiceden.io/item-details/2BcbxaTmrBevQR6GeWAWeXZPsLLKWoRGTWChTc52MyxN,None,Fine Gold,Pink,Wife Beater,Fire,Brain,Serious,None
