id,price,moonRank,💎 score (%),storeURL,Accessory,Background,Ears,Extra,Eyes,Headwear,Horns,Jewelry,Outfit,Skin,Tattoos
2369,5.45,500,61.88,https://magiceden.io/item-details/GmTMXVnQwnNc5n5pcG3jLAfZJEaPGMEgxyTakmEgoh7x,One Arm Backpack (Blue),Orange,Lock (Silver),None,Small Round (Black | Silver),Oversized Beanie (Mint),None,None,Oversized T-Shirt (Blue),Black,None
2374,2.9313,4941,54.92,https://magiceden.io/item-details/9Ebo9uYrUL5o927EPDPreFekLR7BqjbyXp6DqZQoyYcX,None,Cream,None,None,None,None,Swirl,None,Puffer Jacket (Abstract Print),White,Pain
2412,3,4315,58.77,https://magiceden.io/item-details/CT6niQz8CMgErgCsTJJK37UVyghKrd5xjWMcGVtpfx4V,None,White,Top Hoops (Single | Silver),None,None,None,Big,None,Puffer Jacket (Abstract Print),Cream,None
2416,2.5,3837,67.23,https://magiceden.io/item-details/GoGM47V6DJTcmVRvNk99ZpJeYodk8Csn257ofDrrNf4A,None,Cream,None,None,Retro Round (Black),None,Small,None,Windbreaker (Purple),Silver,None
2418,2.5,2585,76.29,https://magiceden.io/item-details/AKrzvzjNLgec5qiFWCVQKyqXNPtmg3kpMvJFTGFksS7x,None,Orange,Top Hoops (Single | Rose Gold),None,Happy,Snapback Backwards (White),None,None,Puffer Jacket (Black),Purple,None
2426,3.5,493,81.43,https://magiceden.io/item-details/4SaHiS51P5nC3R2VbhJ97rpGB7KLUe1x5YJM4CmP49es,None,Yellow,Top Hoops (Single | Gold),None,Normal,Snapback Backwards (Orange),None,None,Tactical Vest (Cream),Mint,Pain
2428,4.8,5140,34.79,https://magiceden.io/item-details/82cEy3iPwbNNZLqVAi2gzRFJrRfgLW5DCbMBFf9NzrD2,None,Black,None,None,Beachrunner (Grey),None,Big,None,T-Shirt with Tactical Vest (White),Black,None
2437,6,2844,39.41,https://magiceden.io/item-details/5x5DfzxKAoFDJfCVeVsCdBZjA5p1rNY3zDXBtBPgVTaR,None,Black,None,Angel Wings (Silver),None,None,Curved,None,Puffer Jacket (Neon Print),Black,Cross
2455,8,2938,18.73,https://solanart.io/nft/BgTnvftgL4rgJxphmH5e6BhmD8tWJ7WUisBS5w3mPfLy,None,Orange,Lock (Gold),None,Happy,Fur Hat (Mint),None,None,Denim Jacket (Light Grey),White,None
2492,4.2,2712,58.37,https://magiceden.io/item-details/6cwhwCN3Xp7HZQsFevK4b7iBTDzp4YXeoxBgMZZ9rSVD,None,Cream,Top Hoops (Single | Rose Gold),None,Square Allover (Gold),None,Small,None,Puffer Jacket (Pink | Blue Flower Print),Cream,None
2501,5.5,1121,56.89,https://magiceden.io/item-details/B6Junf1sA3UYXJ1EqxNZzsQCkfavPDaHc7GHTqhcNrb3,None,White,Big Hoops (Double | Gold),Dragon Wings (Black),None,Oversized Beanie (Cream),None,None,Puffer Jacket with Fur (Black),Pink,None
2520,3.5,2312,68.26,https://magiceden.io/item-details/A6dULmA5PNCFtTKw3k2fUg9N8tKNZjhoaj2eGS5emJTP,None,Mint,Big Hoops (Double | Gold),None,Vintage Rimless (Blue),None,Small,None,Tactical Vest (Purple),Cream,None
2524,4.3,2628,57.98,https://magiceden.io/item-details/46ymsXQaw41RD67yhNj2tKzeXFGYxz7XNoDdRk63vc7N,None,White,Big Hoops (Double | Gold),None,Happy,Oversized Beanie (Blue),None,None,Denim Jacket (Pink),White,Pain
2560,3,3366,65.64,https://magiceden.io/item-details/DrC6vGbKf5MrmaRGBNSmQdCF6FswZidkaZvb2R7SXaKK,None,Black,Top Hoops (Double | Gold),None,Happy,Oversized Beanie (Pink),None,None,Hoodie (Cream Drip Lightning Print),Orange,None
2592,5,2081,54.94,https://magiceden.io/item-details/3sjdTi1EBZCZbi5YK9xN6tYJFNqo7p8vnTt8Hhx3ycBQ,None,Black,None,Feather Wings (White),Vintage Rimless (Mint),Fedora (Cream),None,None,Puffer Vest (Pink),Black,None
2594,3.65,2040,68.73,https://magiceden.io/item-details/3zZV9oTL5tujJGwZUiZ4iT2jYh8ziVS3qi4Skc17ib85,None,White,Feather (Silver),None,Vintage Rimless (Mint),None,Big,None,Puffer Jacket with Fur (Purple),Yellow,Pain
2606,14.69,1829,0,https://solanart.io/nft/86cVssYbz7S9uBhBdhdUAQ6TocgJyzKmRfH9griKoHVK,None,Mint,Top Hoops (Double | Rose Gold),None,Happy,Fur Hat (Black),None,None,Puffer Jacket (Purple),Rose Gold,None
2635,4,4818,45.12,https://magiceden.io/item-details/HcWPNPzF4KVzWXiuaTDQuE98wRtSVn4Y9m2CY5p3qGwc,None,Black,None,None,Happy,Dad Hat (White),None,None,Puffer Vest (Cream),Purple,None
2645,3.67,4378,51.61,https://magiceden.io/item-details/9oRwbhkjyf77uKFE1L3wC3xhaupXh7MfA2kizuDxefvX,None,Cream,None,None,Vintage Rimless (Clear),None,Curved,None,Oversized Hoodie (Pink),Black,Pain
2649,3.3,607,82.61,https://magiceden.io/item-details/7KvoFtzJWksGVGR6ohS91qh5oTmrH1SG5ppMBn2K6ErL,None,Purple,Diamond Hoops (Single | Rose Gold),None,None,Visor Cap (Purple),None,None,Windbreaker (Cream),Mint,Pain
2673,3,919,83.35,https://magiceden.io/item-details/GdbAbY85E3DTiM5my9DAyeRhhYdzZt1hKiz8RqCFqn76,One Arm Backpack (Purple),Cream,Top Hoops (Double | Rose Gold),None,Vintage Rimless (Mint),None,Small,None,T-Shirt (Black | Lion Print),Red,None
2681,2.6,4219,63.46,https://magiceden.io/item-details/6s3miZWQiDQqC6Uf4NqEsB7ZbaiNMgYxKYfUXJ6wg8Xa,None,Pink,None,None,Happy,None,Swirl,None,Polo Shirt (White | Blue),Red,None
2688,3.99,954,73.19,https://magiceden.io/item-details/ErVFKHz3g7Uc9cpFL18QrfBjw48Wx96e91CFXzcVYQpP,None,Mint,None,Angel Wings (Black),Beachrunner (Grey),Gatsby Hat (White),None,None,T-Shirt with Oversized Jersey (Blue),Grey,None
2714,2.89,571,86.97,https://magiceden.io/item-details/3LxMGNzZnU9zPmZL6b69PiD9SQEgHmV6FgVmxPMNM2r5,None,Yellow,Big Hoops (Double | Rose Gold),Angel Wings (Black),Normal,Snapback Backwards (Orange),None,None,Oversized Hoodie (Blue),Black,None
2717,5.999,1711,47.62,https://magiceden.io/item-details/5asfgPp9rkw8srTSyqYSCYLKuEhzoeuihbXwWUp2Jy5F,None,Black,Big Hoops (Single | Rose Gold),Feather Wings (White),Square Frame (Black | Gold),None,Small,None,Hoodie (Purple),White,Pain
2735,2.29,5333,58.5,https://magiceden.io/item-details/HBEFZy3EyiZAYJFtMEkCcy9v3n9nF8HV1uq822Gckev,None,Cream,None,None,Small Round (Black | Silver),None,Curved,None,Hoodie (Orange Drip Metal Print),Black,None
2769,3.1,2162,73.35,https://magiceden.io/item-details/3Yh8U9EDSmZWXNEcTTjhYkamvysqWEejvHUdq1jjd9sS,One Arm Backpack (Yellow),White,None,None,Vintage Rimless (Mint),None,Small,None,T-Shirt Pink,Concrete,None
2781,4.4,5305,37.6,https://magiceden.io/item-details/GKmEJ2ryKiDStCZkxmhKjgNML48rPHNNSsjfAe6unETF,None,Black,None,None,None,None,Big,None,Oversized T-Shirt (Black),Grey,Pain
2794,4.5,2077,59.97,https://magiceden.io/item-details/H2nBmCcNQGv7msJZ7XvsvWt3toU9q8KCrwbtkYf9XhL6,None,Cream,Diamond Hoops (Single | Rose Gold),None,Beachrunner (Grey),None,Small,T-Shirt Necklace Chain (Silver),T-Shirt (Black | Lion Print),Black,None
2798,3.69420691,3381,58.58,https://magiceden.io/item-details/99kysCg5xcuTMbQUbKAUxpuAp9BaYZYuE5SBXAeUVWD3,None,White,None,None,Beachrunner (Black),Dad Hat (Cream),None,None,Puffer Jacket (Mint),Bronze,None
2814,4.420691,2890,54.87,https://magiceden.io/item-details/HHtvxSh8dKJ8KDW63sJkdSnSqNrTpLAApx6UHBSTFxcz,None,Black,Cross (Gold),None,Retro Half Frame (Blue),Oversized Beanie (Blue),None,None,Puffer Vest (Yellow),White,None
2824,4.55,525,70.7,https://magiceden.io/item-details/BBNnPm2bD2jy9d9LbtY1jq2bjgxg3hJPs8Ccf8Eor3CN,None,Blue,Cross (Gold),Angel Wings (White),None,Five Panel Cap (White),None,None,Tactical Vest (Pink),Pink,None
2826,4,4440,47.86,https://magiceden.io/item-details/CswC7ZtefPrfXCqUVnBsBUmrxSQnYBJjMhCT2Qv5mwSr,None,White,None,None,Happy,Oversized Beanie (Purple),None,None,Puffer Jacket (Neon Print),Grey,Pain
2828,2.5,2102,79.78,https://magiceden.io/item-details/6Qv47ZT8KuJad6KnvngtakbHzo5gLQ9Vw9pcw9s55zBN,None,White,Top Hoops (Double | Silver),None,Happy,Beanie (Blue),None,None,Hoodie (Purple Drip Lightning Print),Pink,Pain
2830,6,480,56.53,https://magiceden.io/item-details/61CM4KGwCFz4HQG3R923xuYQkXuzw8zgZWZqVvWa4pb4,None,White,Big Hoops (Double | Rose Gold),Feather Wings (Black),Small Round (Black | Rose Gold),None,Big,None,Zip Hoodie Closed (Camo Pink),Purple,Pain
2849,4.1,3486,53.77,https://magiceden.io/item-details/FoLhRQR7gHZqA14Cb7Ff5VyzNZhDCvWYbcjJ1pqzjAdp,None,Black,None,Dragon Wings (Black),Normal,Snapback Backwards (Cream),None,None,Puffer Jacket (Cream),Black,None
2851,3.65,1235,74.56,https://magiceden.io/item-details/AMtBZFXpRpHtMSAp9gxaiXnP7AouTYvHmuUjvzxVfc2f,One Arm Backpack (Purple),Black,None,None,Beachrunner (Black),Gatsby Hat (Black),None,None,T-Shirt (White | Hype Print),White,None
2872,2.5,1221,86.16,https://magiceden.io/item-details/84FoaPwhpD57hjNwyQUCyXTAmAbBboFVbVgRDmo7BPRB,None,Yellow,Lock (Gold),None,Small Round (Black | Silver),Dad Hat (Blue),None,None,Puffer Vest (Blue),Yellow,None
2898,4.2,1914,64.15,https://magiceden.io/item-details/AxUm13NCrt46wvMmBp3rTP75cpx8LTus6mQeEuCEyzrm,None,Cream,Feather (Silver),None,None,Five Panel Cap (Yellow),None,None,Puffer Vest (Red),Pink,Pain
2900,4,3754,52.83,https://magiceden.io/item-details/GcakhBQTKMVZ3tYs14GHgT9diWRYCLN7JDMBK274e3Df,None,Pink,None,None,None,None,Big,None,Snowboard Puffer (Black),Purple Gem Stone,None
2906,4,1190,71.39,https://magiceden.io/item-details/5ephRjVgdTi4Hi4t1NXDyGd9c9H2tVBFyyUC1MkbqQWL,None,Black,Big Hoops (Double | Gold),Angel Wings (White),None,Fur Hat (White),None,None,Hoodie (Blue Drip Metal Print),Blue,None
2907,2.75,3644,66.12,https://magiceden.io/item-details/GbtVECF7BmZ2PGEnpYZDzjYjSLMtXQebaMGywuytMngL,None,Black,None,None,X,Five Panel Cap (Orange),None,None,Puffer Jacket (Mint),Concrete,None
2911,2.51,5277,56.7,https://magiceden.io/item-details/22JYSMSPa81fXDLs2dGAY5m9EBparVdVranbhNt29sPC,None,Cream,None,None,None,Five Panel Cap (Pink),None,None,T-Shirt (White | Hype Print),Black,None
2914,4,1894,66.29,https://magiceden.io/item-details/ERL36fK7TtsDvTCWvzq5sgmFjrz431Gwn8DobrKqi97Y,None,Blue,Top Hoops (Single | Rose Gold),Feather Wings (Black),None,None,Curved,None,Hoodie (Yellow),Orange,None
2916,4,2295,63.39,https://magiceden.io/item-details/9m9jY22x7PwP2jMFaBVFS4G6ctd3ycHL7Mqk6Uf8vmok,One Arm Backpack (White),White,Top Hoops (Double | Silver),None,None,None,Big,None,Oversized T-Shirt (Orange),Black,None
2922,4.69,3308,49.16,https://magiceden.io/item-details/AqpxLJcrTQ3PPp936sJ67MrPdvhSsQKRLSeivguD1DWt,None,White,Feather (Colors),None,Retro Round (Gold),None,Small,None,Hoodie (Blue Drip Metal Print),Purple,None
2941,4,2820,59.59,https://magiceden.io/item-details/s1fe4wx8GfaNN6t1XAdQnYxqkwRannxmsxKN4uz4ax9,None,Mint,None,Feather Wings (Black),None,Five Panel Cap (Red),None,None,T-Shirt with Pullover (Orange),White,None
2950,2.969,4621,56.86,https://magiceden.io/item-details/2fxj5Fuy3WADo7z45h3mF5iPWyi2vWoiWgT1Wyv5ovBC,None,Black,None,None,Viper Shades (Silver),None,Small,None,T-Shirt (Purple),White,Pain
2964,2.48,2032,80.49,https://magiceden.io/item-details/EmSBPFDPDkNdMUAao7MNSFRTYuEkNDXjoSW7ZQK6d6aL,None,Mint,Feather (Gold),None,Normal,Visor Cap (Silver),None,None,Puffer Vest (Blue),Pink,None
2980,4.5,1524,63.97,https://magiceden.io/item-details/E599zYkb89EWZGkrx8FNr5ChPT9fCffgoAyR9DktVqme,One Arm Backpack (White),Red,Big Hoops (Double | Silver),None,None,None,Big,None,T-Shirt (White | Palm Tree Print),White,None
2987,2.4,1917,82.12,https://magiceden.io/item-details/HxVUHt4BTNjPiktPFgwJGaoKzM8hMF3sZSrQ55SUsuK,None,Pink,Top Hoops (Single | Silver),Feather Wings (Black),None,None,Small,None,Puffer Jacket with Fur (Yellow),Purple,None
3011,2.9,5005,54.77,https://magiceden.io/item-details/yRXEhktgz9mrprQbZQLitmq111ne6uVsJre3kPAKma3,None,Cream,None,None,Small Round (Black | Silver),None,Small,None,Puffer Jacket (Pink),Black Marble,None
3012,4.25,1944,63.43,https://magiceden.io/item-details/AxEZZXQHzqaDfWGPHbUD6M6S5etPtSY2y9wFNRkMkdiZ,None,Mint,Diamond Hoops (Double | Silver),None,Vintage Rimless (Purple),None,Big,None,Puffer Vest (Pink),Silver,None
3016,4.5,1332,65.36,https://magiceden.io/item-details/43rq6AL1Rtatg6p46KvmbMz7TVegDH7zZL7vtC9DFkLr,None,White,None,Feather Wings (Gold),None,Dad Hat (Blue),None,None,Hoodie (Yellow Drip Lightning Print),Red Gem Stone,None
3024,25,2121,0,https://solanart.io/nft/6xDUePtQtPRdkVmj3tDLep23bk7ApfTSQusTJiBCgvod,None,Blue,Cross (Silver),None,Beachrunner (Clear),None,Big,None,Puffer Jacket (Blue),Purple Gem Stone,None
3025,4.6,587,69.75,https://magiceden.io/item-details/7u6LG1fV2TMBPdHN3G3wbpCYSahjhkbzqno36aHzVNBJ,One Arm Backpack (Blue),White,None,None,Vintage Rimless (Red),Snapback Backwards (Red),None,None,Hoodie (Yellow Drip Metal Print),Yellow,None
3040,2.7,2664,73.72,https://magiceden.io/item-details/D9unJVJc8Zq4RMhQWhz3v4ELJPtyn12DE2DG3SzBjRtU,None,Pink,Big Hoops (Double | Rose Gold),None,Small Round (Black | Rose Gold),None,Small,None,T-Shirt with Oversized Jersey (Blue),Cream,None
3056,3.95,3180,57.48,https://magiceden.io/item-details/FLBZLfg7G23fh1UHR6fn5zyw9KtmoJmYw7qz96uqAP7X,None,Cream,None,Feather Wings (Red),Small Round (Black | Grey),None,Small,None,Puffer Jacket (Neon Print),Black,Pain
3064,3.25,5121,50.43,https://magiceden.io/item-details/FqXGX4o2aVkpg53hE7bKGkGpnDyWeEDj29ZPkKi5y9bL,None,White,None,None,Beachrunner (Black),None,Small,None,T-Shirt (White),Gold,None
3069,5,4062,40.6,https://magiceden.io/item-details/CoJGsucvFr5QdL3XTf9Pk3zuHAA4KzbyQzRu1pVg2GjQ,None,Black,Big Hoops (Single | Rose Gold),None,Small Round (Black | Silver),None,Big,None,Hoodie (Pink Drip Lightning Print),White Marble,None
3077,3.5,1519,74,https://magiceden.io/item-details/Dmug9qJoDJU9fyjmbCcZTr233RFijcy7xvMe5Jghoi9p,None,Black,Big Hoops (Single | Gold),None,Small Round (Black | Silver),Snapback Backwards (Black),None,None,Hoodie (Orange Drip Metal Print),Purple,Cross
3082,4.9,4267,40.11,https://magiceden.io/item-details/3AshQv1ttu667F7KyhRWXaDWT4kVPCrbDDsRn4Mcd3bQ,None,Black,None,None,Retro Half Frame (Mint),None,Big,None,Polo Shirt (White | Grey),Mint,None
3089,4,1606,68.37,https://magiceden.io/item-details/9U6YqW57qv4Le1NX237cTgmMLA6PdtSE9qjNHVkcat6y,None,Cream,Big Hoops (Double | Silver),None,Happy,None,Big,Oversized Hoodie Necklace Crystal (Red),Hoodie (Yellow Drip Metal Print),Black,Pain
3096,5.25,1496,56.67,https://magiceden.io/item-details/HmZiv7n3pKqwAuHkKW13BRFE6NqGVGprCHMSh5XFWzfu,None,Purple,Lock (Gold),None,Happy,Fur Hat (Cream),None,None,Rain Parka (Black),Black,None
3099,4.8,591,67.72,https://magiceden.io/item-details/Dt9m3s5tCADhCGAVmZgzaDvyBuXGZv4TdWcsAqvR5twU,None,Mint,Safety Pin (Silver),None,Happy,None,Big,Oversized Hoodie Necklace VIP Lanyard (Orange),Hoodie (Red Drip Lightning Print),Pink,Cross
3115,4.2,3372,53.59,https://magiceden.io/item-details/FwGsDb4TN9GzsU8g8K5XxeAb5qi49R8cdXN3jP6uMScE,None,Orange,None,None,Ski Goggles (Black),None,Small,None,Hoodie (Grey),Yellow,Pain
3121,3.3,4357,55.46,https://magiceden.io/item-details/B9KQK6gDidtfmyy8xrgA1nAxDcuNWwMhmPZMDaLnYGHD,None,White,None,None,None,Snapback Backwards (Black),None,None,T-Shirt with Oversized Jersey (Blue),Silver,None
3129,5.5,980,57.91,https://magiceden.io/item-details/6pnrPL4gyKZ4uVn26yBRATfjgnG2WGgdP1ucgJ81f4CN,None,Mint,Top Hoops (Double | Gold),None,Viper Shades (Purple),None,Big,None,Hoodie (Purple Drip Metal Print),Yellow,Pain
3151,6,4640,26.41,https://magiceden.io/item-details/BdzDoFukNjW3sxMebW2W4uZizE4XvajGwnYz53PhiTK9,None,Cream,None,None,None,None,Curved,None,Puffer Jacket (Paint Print),Purple Gem Stone,Pain
3156,4.5,287,72.92,https://magiceden.io/item-details/H1GUP9WkFRn7k67aUigaapRmVH5AtGWmE5TPN7oPRz41,One Arm Backpack (Pink),White,Top Hoops (Single | Gold),None,Small Round (Black | Gold),Five Panel Cap (Black),None,None,Hoodie (Pink Drip Lightning Print),Blue,None
3159,3.5,3023,63.12,https://magiceden.io/item-details/AXkbaktfHi6zpcPLezrJBD2vQYoZtAJSET6Q9taKfujJ,None,Mint,Big Hoops (Double | Gold),None,Ski Goggles (White | Silver),None,Big,None,T-Shirt (Red),White,None
3189,4.5,278,72.99,https://magiceden.io/item-details/HaHXjCZv6P3pSksMr16e8DXzL1LtivFZ41STNsZisu3B,None,White,Big Hoops (Single | Rose Gold),Dragon Wings (Black),Happy,Oversized Beanie (Cream),None,Oversized Hoodie Necklace Crystal (Blue),Hoodie (Yellow),White,Pain
3191,5,2495,51.94,https://magiceden.io/item-details/GsZ8NRdhymmMBKYqqfxEu3ispA5tqsohsYs4sM13pfhH,None,Pink,Top Hoops (Double | Gold),None,Normal,None,Big,None,Lumberjack Shirt (Pink),Blue Rubber,None
3192,2.42,2888,74.9,https://magiceden.io/item-details/8Yi4Pe1CbLVtrqeS4fx4dbDMhrmY4rohxZZBykMAHXsV,None,Black,None,None,Small Round (Black | Rose Gold),Porcelain Hat (White),None,None,Hoodie (Yellow),Orange,None
3209,5,84,69.39,https://magiceden.io/item-details/B4B6DGWUXUtTV181qAgNsUAjvUBuodU9fMTbFQDru9tM,None,Pink,Top Hoops (Double | Gold),Angel Wings (White),Beachrunner (Black),Boonie (Camo Grey),None,None,Snowboard Puffer (Pink),Cream,None
3250,5,2698,50.47,https://magiceden.io/item-details/AqiPQYHaBqzdNNjc1hoS7LvPfKf2fHuLe2yor9juLXuA,None,Blue,Feather (Colors),None,Normal,None,Small,None,Windbreaker (Blue),Grey,Pain
3251,5,511,66.3,https://magiceden.io/item-details/AtQnhEh1SMBnRdUNhnmF4Q9L8g7HfN21SmA28ZZy6vLb,None,White,Feather (Silver),None,Normal,Visor Cap (Red),None,Oversized Hoodie Necklace VIP Lanyard (Grey),Hoodie (Mint Drip Lightning Print),Black,Pain
3255,4,3894,51.81,https://magiceden.io/item-details/2rA3D9Vhsb9nU1GpE6L9ricXG44rzQdviv6tPx8HYu6Z,None,Mint,None,None,Vintage Rimless (Red),Oversized Beanie (White),None,None,T-Shirt with Oversized Jersey (Orange),Black,None
3267,4.1,2227,62.88,https://magiceden.io/item-details/E4a4ejFhhy9Gcpwmhw9gZKcNb7qifHzh4MFUSMR6Ye9E,None,Mint,None,None,X,Snapback Backwards (Yellow),None,None,Hoodie (Black Drip Lightning Print),Blue Gem Stone,Pain
3270,6,845,53.88,https://magiceden.io/item-details/G29MKfwyoGokWtPFXEZAmy9GdYXXNatANempJdekzfGW,None,White,Diamond Hoops (Single | Silver),Dragon Wings (Black),Small Round (Black | Gold),Dad Hat (Cream),None,None,Lumberjack Shirt (Red),White,None
3275,3.8,3432,57.16,https://magiceden.io/item-details/5eYntLKZdf6oLYGj2MDPjNHx3dEMYjxkmdntNdHZgEPy,None,White,Cross (Silver),None,None,Five Panel Cap (Yellow),None,None,T-Shirt (Black),Black,Pain
3278,4,3772,52.7,https://magiceden.io/item-details/BCYF7yNoVPa899NHFiLEZeS2a8yGgmxw9Nx5oki5f4aY,None,White,Cross (Silver),None,Small Round (Black | Rose Gold),None,Small,None,Snowboard Puffer (Yellow),Pink,None
3279,3.5,5124,47.91,https://magiceden.io/item-details/CYXgtxewXWGd8sTCzKc2iQNfEHYzec3PeXJe8nBmbEAV,None,White,None,None,None,Oversized Beanie (Yellow),None,None,Hoodie (Black Drip Metal Print),Grey,None
3282,4.44,568,71.49,https://magiceden.io/item-details/DW1VSHMhe9WjEbBsvKKBKRN1oWuBqdwr8QS5x4R9AoTk,One Arm Backpack (Cream),Purple,None,None,Swirl,Visor Cap (Blue),None,None,Hoodie (Grey Drip Metal Print),Black,None
3285,3.2,4592,54.76,https://magiceden.io/item-details/6ePTrtRuHxLiZHVbEh86YgzrDgVHXyofVJ1mBU1zkKeE,None,Mint,None,None,Normal,Beanie (Pink),None,None,Hoodie (Blue Drip Lightning Print),Black,None
3286,2.5,3025,73.1,https://magiceden.io/item-details/BzmrmzALUQ5Qe4GEhGKoQek17V2B3XcieuHpqjsmHGSv,None,Black,Safety Pin (Silver),Angel Wings (Black),Happy,None,Small,None,Hoodie (Mint Drip Lightning Print),Blue Rubber,None
3289,6,1455,49.47,https://magiceden.io/item-details/394AeSJgwX97uaHgv3snPnEMxQPV2uBzLLzeayW4VsyK,None,Black,Top Hoops (Double | Silver),None,Retro Half Frame (Yellow),None,Big,Puffer Jacket Necklace Crystal (Blue),Puffer Jacket (Black Drip Print),White,None
3290,3,4936,54.27,https://magiceden.io/item-details/6FJFRGKchVkoPLpR5r5ETmtQyMng2qT7erwBkDR2s7vZ,None,Black,None,None,Ski Goggles (Black | Gold),None,Small,None,T-Shirt (Cream),Pink,None
3295,5.99,2145,44.57,https://magiceden.io/item-details/AnUhGGepw63nZWeYqEkavt9KgaSw3wyzXc31mGXec1Nw,None,White,Lock (Silver),None,None,Visor Cap (Pink),None,None,Puffer Jacket (Abstract Print),Purple,None
3311,4.5,5076,38.26,https://magiceden.io/item-details/C3rPJVE6M2yjs4PsEoRTgeituH6bX4jjc2zDBDPQkq4y,None,Cream,None,None,Normal,Oversized Beanie (Pink),None,None,Puffer Jacket (Candy Print),White,None
3332,2.6,3157,71.15,https://magiceden.io/item-details/2BEadwFXdkp7ea1TnnmFtz6T6cT1yWo17NfERUrhFyNM,None,Black,Cross (Gold),None,Vintage Rimless (Black),None,Big,None,Hoodie (Yellow Drip Lightning Print),Red,None
3333,3,1587,78.51,https://magiceden.io/item-details/99yNvjbtRSW2CnsTs6fjVs5Y4B3tHkwQURPQt5mEE7Qk,None,Pink,None,None,Beachrunner (Black),None,Small,Oversized Hoodie Necklace Chain (Silver),Hoodie (Red Drip Lightning Print),Pink,None
3341,4.3,4811,42.18,https://magiceden.io/item-details/8Go65qmD6YSS1pC44Uu4y88ui3JYmCAS7ALSw1c1DDdC,None,Cream,Diamond Hoops (Double | Silver),None,Happy,None,Big,None,Puffer Jacket (Sheriff Print),White,None
3369,2.48,1741,82.6,https://magiceden.io/item-details/uMBTuqacCzWW75dM6onZWTbQrEZaX66KJy5UG6FzLqB,None,White,Skull (White),Feather Wings (White),Happy,Dad Hat (Black),None,None,Hoodie (Purple Drip Metal Print),White,None
3372,3,3984,61.16,https://magiceden.io/item-details/Ef6esKpxahQufKZBwZqH616BXjFWq46eNFA3Q1FHzQAY,None,Black,Lock (Silver),None,Normal,Snapback Backwards (Black),None,None,Hoodie (Pink),Black,None
3396,2.896,3717,64.13,https://magiceden.io/item-details/4jgKkggSEzJcF4uxy348pi1CwqZvWdw7bii3oFzujfZX,None,Cream,Big Hoops (Single | Rose Gold),None,None,Visor Cap (Blue),None,None,T-Shirt (Blue | Rose Print),White,None
3401,3.3,982,79.89,https://magiceden.io/item-details/8VHZmrrzPX9JDXgPucs2611CtDaHhzBd5bQSnecvZhv5,None,Mint,Lock (Gold),None,Vintage Rimless (Purple),Dad Hat (Orange),None,None,Oversized T-Shirt (Cream),Gold,None
3402,2.4,1938,81.97,https://magiceden.io/item-details/6D185mXjLTHhmLkEnSvJWpBmNyV3tH2AQ2iaXkkmq9q9,None,Blue,Big Hoops (Single | Silver),None,Vintage Rimless (Clear),Beanie (Red),None,None,Hoodie (Blue),White,None
3418,3.5,4498,52.44,https://magiceden.io/item-details/JDjiEBpkrGPgQwJ4UjbsVUB3sbYSaTrC43NNB7JbbutJ,None,White,None,None,None,Beanie (Pink),None,None,Leather Jacket (Orange),White,None
3457,4.5,2966,53.53,https://magiceden.io/item-details/PKcVHExrd21Kef4U6xhHRoWwzsGgZPX2z3hZMqGazsk,None,Black,None,Dragon Wings (Gold),Happy,Beanie (White),None,None,Puffer Vest (Purple),Black,None
3481,2.7,4252,62.22,https://magiceden.io/item-details/Hj2QjCMsdnFDQScrNeABLVdrpkowBF2yj51tgq9gzPgy,None,Mint,None,None,Happy,Beanie (White),None,None,T-Shirt (Purple | Tape Print),Yellow,None
3491,3.2,5234,50.11,https://magiceden.io/item-details/6mJPJT9h1APhpTuucahp6EmUMmZBBeDBEqHfHMtCfWxX,None,White,None,None,Small Round (Black | Silver),None,Small,None,Oversized Hoodie (Red),Pink,None
3506,2.99,2569,71.5,https://solanart.io/nft/2cE3bwj2p9Yzb8MjVeLRZXgEySEwYszLyhbNU6YMjoDZ,None,Orange,None,None,None,Fur Hat (Purple),None,None,Puffer Vest (Black),Purple,Pain
3527,3.5,782,79.34,https://magiceden.io/item-details/3kAhapSVPn9QtSuCvYVsELCJhQzVee2YbvfzEEfHNa7V,None,Black,Big Hoops (Double | Silver),None,Viper Shades (White),None,Small,Oversized Hoodie Necklace VIP Lanyard (Orange),Hoodie (Pink),Cream,None
3545,5,2457,52.21,https://magiceden.io/item-details/8hJznP3b4TyrRwr8t6cmk9z7WTReeEBn1txyxEqcU44C,None,Orange,Big Hoops (Single | Gold),None,Beachrunner (Clear),None,Swirl,None,Hoodie (White Lightning Metal Print),Blue,None
3553,3.5,3480,59.81,https://magiceden.io/item-details/HSgZXNnTHD6Anoh2H6TbAMxU8TT6ifeQooyzC9xNMVFQ,None,White,Big Hoops (Single | Rose Gold),None,Small Round (Black | Grey),None,Small,None,Windbreaker (Mint),Grey,Pain
3583,3.5,3679,58.37,https://magiceden.io/item-details/32f4MWmGygyxji912b2gYZXwt65VwzHwRS67w1eDJZqH,None,Cream,None,Dragon Wings (Black),Ski Goggles (White | Gold),None,Small,None,Puffer Jacket (White),White,None
3584,2.9,3062,68.84,https://magiceden.io/item-details/CYuUqmtBYyfsxom7gpnR3dV5etncshSQ8qdu6Ct4oL2c,None,White,None,None,Aviator (White),Fedora (Cream),None,None,Hoodie (Black Drip Metal Print),Mint,None
