id,price,moonRank,💎 score (%),storeURL,Background,Edition,Eyes,Head,Mouth,Outfit,Skin
7265,49,1656,0,https://solanart.io/nft/5uPFJ1RCt2DregohzoqjuVNug2M2G6qumozhCSAkpnow,Sky,,Sleepy,COPE,Grin,Shirt Flannel Blue,Natural
7350,37,6080,0,https://solanart.io/nft/7LJkb5UAVaTBpZyZTpAyCbP44mibVfasyeSL7nPXP9mC,Blue,,Jaded,Headband Dark,Grin,Tank Top Dark,Natural
7363,29.5,4588,71.31,https://magiceden.io/item-details/62ETwgFH5NChf4Swrgb1k7BT2hsQWVJvvRuqJ6vWsm4i,Emerald,,Synth,Backwards Cap Pink,Smile,Tank Top Purple,Natural
7374,50,1301,0,https://solanart.io/nft/Fgevyvv3DvSSqzPmnF4bbphvjULGVSc16LK4kRPk4MPJ,Green,,Shades,Safari,Smirk,Shirt Camo,Natural
7562,40,4949,0,https://magiceden.io/item-details/6qQJeRVaFUfDbx1yzY9RaSEbXBEB7fKMkw4s8Liucery,Purple,,Synth,Headband Dark,Smile,Turtleneck Blue,Natural
7567,32,5235,42.97,https://magiceden.io/item-details/63W1AumEayhHWgxxQqD9s5TdjZgswieXqSLGr7ixPp9g,Emerald,,Blank,Backwards Cap Camo,Fangs,Sweater Purple,Natural
7594,40,7559,0,https://magiceden.io/item-details/EFgthwXxcKSvWtMsFGenSVCqKnWbKxeiXhLnmJbGSxBk,Champagne,,Wink,None,Closed,Shirt Flannel Yellow,Natural
7615,225,975,0,https://solanart.io/nft/9cSMQeNJ5WzsdHSYvTb5Te2NVETTtTis4QhFjY4aKPns,Amaranth,,Angry,Centurion,Smile,Shirt School,Natural
7726,100,1338,0,https://solanart.io/nft/BvgYLAnUVFUrsSYYJmRwtxf4sCfy4Yq4umt8CFG4rwJa,Alabaster,,Solana,Bucket Hat Green,Grin,Hoodie Light,Natural
7778,30,5138,63.47,https://magiceden.io/item-details/UuQo12HmBP84e1RbULhBGiooe6jDZN1phcUsrtSFyBC,Mint,,Mutated,Cap Pink,Blep,Sweater Light,Natural
